time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-20T08:45:42.830Z,37.5466667,-118.8311667,6.35,0.64,md,15,130,0.04332,0.08,nc,nc72972486,2018-02-20T19:18:02.848Z,"13km W of Toms Place, CA",earthquake,0.36,0.67,0.175,15,reviewed,nc,nc
2018-02-20T07:59:45.310Z,-4.9709,151.8934,95.97,5,mb,,60,0.82,1.26,us,us2000d58j,2018-02-20T08:19:21.040Z,"79km SSW of Kokopo, Papua New Guinea",earthquake,8,6,0.048,135,reviewed,us,us
2018-02-20T07:56:09.730Z,33.5055,-116.7898333,5.49,0.6,ml,22,39,0.07412,0.13,ci,ci38112400,2018-02-20T19:07:10.981Z,"10km NE of Aguanga, CA",earthquake,0.19,0.99,0.11,18,reviewed,ci,ci
2018-02-20T07:51:56.891Z,40.3775,-119.9845,4.4,1.8,ml,14,191.76,0.293,0.2902,nn,nn00622370,2018-02-22T02:04:04.499Z,"46km ENE of Janesville, California",earthquake,,7.9,0.34,4,reviewed,nn,nn
2018-02-20T07:48:27.720Z,33.4841667,-116.4545,6.18,0.92,ml,29,107,0.04594,0.19,ci,ci38112392,2018-02-20T19:03:20.010Z,"22km ESE of Anza, CA",earthquake,0.29,0.6,0.165,28,reviewed,ci,ci
2018-02-20T07:47:02.530Z,38.8180008,-122.8073349,2.77,1.94,md,35,61,0.005796,0.03,nc,nc72972481,2018-02-20T08:48:02.611Z,"6km NW of The Geysers, CA",earthquake,0.19,0.36,0.12,10,automatic,nc,nc
2018-02-20T07:46:25.443Z,36.3583,-116.8524,10.4,0.6,ml,12,162.91,0.109,0.2106,nn,nn00622369,2018-02-22T02:03:59.351Z,"61km S of Beatty, Nevada",earthquake,,2.3,0.22,9,reviewed,nn,nn
2018-02-20T07:46:17.530Z,33.4835,-116.4476667,7.39,0.62,ml,19,110,0.04382,0.19,ci,ci38112384,2018-02-20T19:07:36.242Z,"22km ESE of Anza, CA",earthquake,0.36,0.86,0.082,10,reviewed,ci,ci
2018-02-20T07:41:08.520Z,37.5445,-118.991,4.23,0.4,md,6,328,0.07165,0.04,nc,nc72972476,2018-02-20T18:52:02.792Z,"10km S of Mammoth Lakes, CA",earthquake,0.91,0.72,0.165,6,reviewed,nc,nc
2018-02-20T07:34:34.720Z,33.477,-116.4676667,5.44,2.84,ml,136,24,0.05806,0.21,ci,ci38112376,2018-02-21T05:42:21.628Z,"21km ESE of Anza, CA",earthquake,0.1,0.35,0.158,173,reviewed,ci,ci
2018-02-20T07:32:14.224Z,60.145,-141.1973,17.8,1.5,ml,,,,0.96,ak,ak18466938,2018-02-20T07:36:20.591Z,"69km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-20T07:30:41.730Z,33.2006667,-115.6843333,3.38,1.45,ml,18,100,0.05466,0.15,ci,ci38112368,2018-02-20T19:03:28.279Z,"16km WSW of Niland, CA",earthquake,0.54,0.74,0.196,31,automatic,ci,ci
2018-02-20T07:15:22.664Z,62.0055,-145.1741,17.1,1.5,ml,,,,0.66,ak,ak18466340,2018-02-20T07:20:16.874Z,"22km ESE of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-02-20T07:08:01.420Z,-16.6,-69.696,177.6,4.6,mb,,114,1.533,1.29,us,us2000d57q,2018-02-20T07:28:09.040Z,"49km SSW of Juli, Peru",earthquake,7.2,5.3,0.068,65,reviewed,us,us
2018-02-20T07:02:40.910Z,33.4875,-116.7876667,4.16,0.61,ml,25,38,0.08836,0.1,ci,ci38112360,2018-02-20T19:01:50.764Z,"9km NE of Aguanga, CA",earthquake,0.16,0.37,0.072,11,reviewed,ci,ci
2018-02-20T06:49:18.524Z,60.8978,-151.2087,62.7,1.4,ml,,,,0.47,ak,ak18466329,2018-02-20T06:56:21.667Z,"23km N of Nikiski, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-02-20T06:44:47.840Z,46.853,-121.7773333,-2.25,0.13,ml,5,134,0.01093,0.24,uw,uw61350197,2018-02-20T17:48:46.970Z,"28km NNW of Packwood, Washington",earthquake,0.99,2.31,0.345,3,reviewed,uw,uw
2018-02-20T06:44:18.105Z,61.3488,-149.8532,29.4,1.9,ml,,,,0.69,ak,ak18466321,2018-02-20T06:50:22.548Z,"14km N of Anchorage, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-02-20T06:32:26.950Z,18.073,-67.419,11,3,md,16,194,0.3097,0.23,pr,pr2018051002,2018-02-20T07:02:41.394Z,"24km W of Puerto Real, Puerto Rico",earthquake,0.91,0.79,0.35,14,reviewed,pr,pr
2018-02-20T06:28:46.880Z,15.6315,-94.7292,51.42,4.8,mb,,137,2.576,1.25,us,us2000d578,2018-02-20T11:19:02.252Z,"67km S of San Francisco del Mar, Mexico",earthquake,8.5,7.9,0.03,335,reviewed,us,us
2018-02-20T06:24:35.700Z,46.8283333,-112.4713333,15.87,1.78,ml,16,85,0.126,0.15,mb,mb80283319,2018-02-20T15:08:37.740Z,"21km SE of Lincoln, Montana",earthquake,0.37,0.55,0.147,2,reviewed,mb,mb
2018-02-20T06:24:05.527Z,36.1534,-115.3006,12.9,0.4,ml,6,97.45,0.133,0.24,nn,nn00622401,2018-02-22T02:04:20.172Z,"7km NW of Spring Valley, Nevada",earthquake,,3.9,0.05,2,reviewed,nn,nn
2018-02-20T06:22:20.018Z,63.1116,-148.2012,51.4,2.6,ml,,,,0.69,ak,ak18466305,2018-02-21T01:13:31.179Z,"48km SE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-02-20T06:14:05.041Z,56.4431,-149.246,11.1,2.6,ml,,,,0.73,ak,ak18465702,2018-02-20T19:49:37.337Z,"Gulf of Alaska",earthquake,,4,,,reviewed,ak,ak
2018-02-20T06:07:18.061Z,40.0896,-119.7516,16.9,0.3,ml,6,230.52,0.414,0.152,nn,nn00622404,2018-02-22T02:04:21.608Z,"49km N of Spanish Springs, Nevada",earthquake,,2.7,0,1,reviewed,nn,nn
2018-02-20T05:58:20.670Z,2.8225,133.2144,10,4.8,mb,,106,5.784,0.81,us,us2000d565,2018-02-20T07:01:38.040Z,"Palau region",earthquake,9.1,1.9,0.09,38,reviewed,us,us
2018-02-20T05:57:01.070Z,2.7311,133.125,10,4.7,mb,,103,5.68,1.19,us,us2000d55n,2018-02-20T06:21:39.040Z,"Palau region",earthquake,6.8,1.9,0.085,42,reviewed,us,us
2018-02-20T05:52:36.329Z,39.3644,-119.7247,2.5,0.7,ml,10,98.17,0.04,0.1441,nn,nn00622397,2018-02-22T02:04:14.753Z,"8km NW of Virginia City, Nevada",earthquake,,1.9,0.6,5,reviewed,nn,nn
2018-02-20T05:47:29.084Z,60.3609,-152.0292,79.6,1.6,ml,,,,0.62,ak,ak18465542,2018-02-20T05:51:49.021Z,"39km W of Cohoe, Alaska",earthquake,,1,,,automatic,ak,ak
2018-02-20T05:43:02.610Z,46.1431667,-122.1351667,6.99,-0.06,ml,8,176,0.01262,0.08,uw,uw61350167,2018-02-20T18:11:55.630Z,"35km NE of Amboy, Washington",earthquake,1.18,0.59,0.19,5,reviewed,uw,uw
2018-02-20T05:21:00.300Z,47.2033333,-112.1281667,10.47,1.64,ml,11,218,0.258,0.12,mb,mb80283314,2018-02-20T15:42:44.100Z,"50km ENE of Lincoln, Montana",earthquake,0.96,1.64,0.307,2,reviewed,mb,mb
2018-02-20T05:17:36.804Z,61.6861,-150.2035,45.7,1.1,ml,,,,0.53,ak,ak18465530,2018-02-20T05:22:54.797Z,"11km SW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-02-20T05:05:17.702Z,61.0209,-152.3147,15.8,0.9,ml,,,,0.13,ak,ak18464946,2018-02-20T05:10:30.444Z,"64km NNE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-20T04:42:20.485Z,64.6536,-149.5216,27.8,0.6,ml,,,,0.49,ak,ak18464913,2018-02-20T19:47:56.231Z,"Central Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-02-20T04:42:02.930Z,56.3278,-148.7764,19.93,4.2,mb,,141,2.54,0.87,us,us2000d54y,2018-02-20T04:59:56.962Z,"273km SE of Kodiak, Alaska",earthquake,7.6,6.7,0.141,14,reviewed,us,us
2018-02-20T04:38:13.807Z,61.1568,-150.205,28.3,1.3,ml,,,,0.47,ak,ak18464905,2018-02-20T04:44:25.152Z,"17km WSW of Anchorage, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-02-20T04:33:03.180Z,37.4131667,-118.5138333,7.03,1.8,md,28,64,0.0695,0.06,nc,nc72972456,2018-02-20T18:25:02.734Z,"7km E of Round Valley, CA",earthquake,0.27,0.9,0.171,26,reviewed,nc,nc
2018-02-20T04:33:02.918Z,37.4087,-118.5185,6.7,1.7,ml,26,82.38,0.111,0.1369,nn,nn00622363,2018-02-22T02:03:55.165Z,"7km NW of West Bishop, California",earthquake,,1.8,0.29,4,reviewed,nn,nn
2018-02-20T04:29:28.064Z,60.1139,-138.5533,0,1.7,ml,,,,0.67,ak,ak18464903,2018-02-20T04:34:22.078Z,"91km SW of Haines Junction, Canada",earthquake,,0.2,,,automatic,ak,ak
2018-02-20T04:25:18.280Z,33.5185,-116.4635,9.12,0.92,ml,35,49,0.03195,0.19,ci,ci38112352,2018-02-20T19:08:55.496Z,"20km ESE of Anza, CA",earthquake,0.27,0.63,0.172,22,reviewed,ci,ci
2018-02-20T04:21:01.830Z,38.7971649,-122.7376633,1.46,0.48,md,7,75,0.01393,0.01,nc,nc72972451,2018-02-20T06:45:04.831Z,"3km NE of The Geysers, CA",earthquake,0.35,0.93,0.09,3,automatic,nc,nc
2018-02-20T04:10:58.670Z,38.8400002,-122.8366699,1.67,0.64,md,7,121,0.001685,0.02,nc,nc72972446,2018-02-20T06:16:04.769Z,"10km NW of The Geysers, CA",earthquake,0.46,0.6,0.33,2,automatic,nc,nc
2018-02-20T03:59:56.157Z,61.4546,-151.6368,80.4,3,ml,,,,0.51,ak,ak18464305,2018-02-20T04:13:38.369Z,"87km NNW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-20T03:59:32.610Z,-29.2223,-72.7467,10,4,mwr,,154,1.485,1.24,us,us2000d54m,2018-02-20T04:22:20.040Z,"158km WNW of Coquimbo, Chile",earthquake,5.7,1.9,0.044,50,reviewed,us,us
2018-02-20T03:58:49.723Z,63.5771,-147.7425,2.6,2,ml,,,,0.61,ak,ak18464301,2018-02-20T04:11:56.127Z,"63km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-20T03:52:54.410Z,39.3193,23.8622,12.43,4.3,mb,,67,1.223,0.65,us,us2000d54h,2018-02-20T11:10:05.580Z,"18km N of Patitirion, Greece",earthquake,5.8,3.5,0.147,13,reviewed,us,us
2018-02-20T03:09:20.950Z,0.8586,99.9692,174.88,4.3,mb,,90,1.193,0.73,us,us2000d542,2018-02-20T03:27:12.040Z,"96km SE of Padangsidempuan, Indonesia",earthquake,7.6,3.9,0.099,29,reviewed,us,us
2018-02-20T02:54:52.510Z,19.4595,-68.7476,89,3.59,md,10,298,1.014,0.52,pr,pr2018051001,2018-02-20T06:41:45.559Z,"61km NNE of Miches, Dominican Republic",earthquake,7.57,13.35,0.27,6,reviewed,pr,pr
2018-02-20T02:49:09.510Z,-31.5781,-71.9685,19.49,4.2,mwr,,139,0.908,1.33,us,us2000d53p,2018-02-20T03:06:41.040Z,"76km W of Illapel, Chile",earthquake,3.6,4.6,0.035,79,reviewed,us,us
2018-02-20T02:21:46.495Z,62.8729,-151.2955,112.3,1.9,ml,,,,0.44,ak,ak18463705,2018-02-20T02:35:14.941Z,"86km NW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-02-20T02:17:18.510Z,34.0098333,-116.3863333,6.58,1.16,ml,37,75,0.0594,0.22,ci,ci38112336,2018-02-20T19:10:28.227Z,"12km ENE of Desert Hot Springs, CA",earthquake,0.37,0.71,0.154,28,automatic,ci,ci
2018-02-20T02:15:26.650Z,33.4866667,-116.4586667,7.45,0.66,ml,16,144,0.04584,0.09,ci,ci38112328,2018-02-21T22:01:25.717Z,"21km ESE of Anza, CA",earthquake,0.23,0.61,0.157,10,reviewed,ci,ci
2018-02-20T02:05:05.170Z,38.8068352,-122.8215027,1.09,1.34,md,17,75,0.006331,0.04,nc,nc72972426,2018-02-20T04:54:03.625Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.4,0.04,5,automatic,nc,nc
2018-02-20T01:54:35.310Z,38.8364983,-122.7900009,1.58,0.89,md,8,115,0.01225,0.02,nc,nc72972421,2018-02-20T04:26:02.571Z,"6km WNW of Cobb, CA",earthquake,0.44,0.6,,3,automatic,nc,nc
2018-02-20T01:46:35.149Z,61.4278,-152.3279,7.5,1,ml,,,,1,ak,ak18463557,2018-02-20T01:51:07.322Z,"99km NW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-20T01:41:37.530Z,33.3258333,-116.9178333,20.86,1.04,ml,29,42,0.05386,0.21,ci,ci38112320,2018-02-20T19:11:16.487Z,"6km WSW of Palomar Observatory, CA",earthquake,0.34,0.7,0.171,26,reviewed,ci,ci
2018-02-20T01:30:07.640Z,75.9994,7.1972,10,4.7,mb,,91,3.003,0.94,us,us2000d525,2018-02-20T01:48:18.040Z,"Greenland Sea",earthquake,7.7,1.9,0.052,114,reviewed,us,us
2018-02-20T01:28:59.210Z,33.7241667,-116.8193333,15.26,1.03,ml,24,96,0.08861,0.19,ci,ci38112304,2018-02-20T19:07:07.409Z,"7km ESE of Valle Vista, CA",earthquake,0.41,0.59,0.221,22,automatic,ci,ci
2018-02-20T01:27:51.050Z,38.8926659,-122.9701691,2.04,1.43,md,10,164,0.05111,0.02,nc,nc72972416,2018-02-20T03:57:04.522Z,"10km NNE of Cloverdale, CA",earthquake,0.57,2.8,0.24,6,automatic,nc,nc
2018-02-20T01:03:02.930Z,38.8915,-122.9735,3.95,2.55,md,54,54,0.05105,0.06,nc,nc72972406,2018-02-21T07:08:03.134Z,"10km NNE of Cloverdale, CA",earthquake,0.18,0.45,0.251,47,reviewed,nc,nc
2018-02-20T01:01:15.880Z,34.0533333,-117.1093333,10.71,1.46,ml,46,34,0.0538,0.16,ci,ci38112296,2018-02-20T19:05:29.016Z,"3km SE of Mentone, CA",earthquake,0.19,0.37,0.174,24,reviewed,ci,ci
2018-02-20T00:53:04.480Z,-0.3722,-19.8699,10,5.3,mww,,99,14.951,0.8,us,us2000d51n,2018-02-20T01:12:08.040Z,"Central Mid-Atlantic Ridge",earthquake,10.4,1.9,0.073,18,reviewed,us,us
2018-02-20T00:48:49.563Z,63.6718,-155.5058,3.1,1.9,ml,,,,0.81,ak,ak18462959,2018-02-20T00:57:59.852Z,"79km N of McGrath, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-20T00:40:37.809Z,58.6461,-156.8465,81.5,2.8,ml,,,,0.86,ak,ak18462382,2018-02-20T00:45:38.624Z,"11km WSW of King Salmon, Alaska",earthquake,,1.9,,,automatic,ak,ak
2018-02-20T00:39:03.710Z,53.5433,-164.8308,41.26,4.8,mb,,65,0.814,1.13,us,us2000d51e,2018-02-20T19:02:34.040Z,"90km SE of Akutan, Alaska",earthquake,8.6,6.7,0.038,214,reviewed,us,us
2018-02-20T00:38:15.530Z,33.5081667,-116.8015,4.41,1.44,ml,49,30,0.07832,0.21,ci,ci38112280,2018-02-20T19:02:33.870Z,"9km NE of Aguanga, CA",earthquake,0.21,0.56,0.11,26,reviewed,ci,ci
2018-02-20T00:29:25.240Z,33.518,-116.7918333,5.44,0.67,ml,23,38,0.06565,0.19,ci,ci38112264,2018-02-20T19:10:38.942Z,"11km NE of Aguanga, CA",earthquake,0.26,1.39,0.127,17,reviewed,ci,ci
2018-02-20T00:29:03.450Z,18.1201,-66.7398,23,2.16,md,7,117,0.1543,0.1,pr,pr2018051000,2018-02-20T04:55:17.314Z,"6km NNE of Santo Domingo, Puerto Rico",earthquake,0.51,1.02,0.35,5,reviewed,pr,pr
2018-02-20T00:18:49.151Z,61.6011,-148.2791,15,0.3,ml,,,,0.17,ak,ak18462372,2018-02-20T01:14:34.065Z,"35km E of Lazy Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-02-20T00:14:05.336Z,59.9728,-152.7547,100.3,2.3,ml,,,,0.58,ak,ak18462361,2018-02-20T00:36:20.040Z,"56km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-20T00:13:21.727Z,58.236,-146.7184,0.8,2.8,ml,,,,0.81,ak,ak18462363,2018-02-20T00:24:30.654Z,"135km S of Middleton Island, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-02-20T00:06:44.602Z,63.2662,-151.1177,0.1,1.6,ml,,,,0.68,ak,ak18462354,2018-02-20T00:13:39.668Z,"109km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-19T23:43:53.644Z,38.4404,-118.2282,1.9,0.7,ml,4,190.87,0.058,0.1057,nn,nn00622355,2018-02-20T16:51:19.329Z,"35km ESE of Hawthorne, Nevada",earthquake,,7.5,0,1,reviewed,nn,nn
2018-02-19T23:43:26.250Z,33.4783333,-116.4646667,5.63,1.98,ml,82,28,0.0555,0.19,ci,ci38112248,2018-02-20T19:49:27.160Z,"21km ESE of Anza, CA",earthquake,0.14,0.37,0.123,66,reviewed,ci,ci
2018-02-19T23:42:41.270Z,33.481,-116.4595,5.49,1.81,ml,54,77,0.05085,0.23,ci,ci38112240,2018-02-20T19:06:11.738Z,"22km ESE of Anza, CA",earthquake,0.25,0.67,0.208,26,reviewed,ci,ci
2018-02-19T23:40:30.180Z,33.477,-116.465,5.97,2.81,ml,115,25,0.05674,0.21,ci,ci38112232,2018-02-20T19:09:35.493Z,"21km ESE of Anza, CA",earthquake,0.11,0.34,0.159,125,reviewed,ci,ci
2018-02-19T23:33:50.720Z,40.454,-121.529,-0.14,1.83,md,8,227,0.07039,0.09,nc,nc72972816,2018-02-21T02:48:03.126Z,"11km NNE of Mineral, CA",earthquake,0.93,1.72,0.289,15,reviewed,nc,nc
2018-02-19T23:29:09.380Z,19.076,-68.9843,17,2.18,md,4,261,0.8243,0.09,pr,pr2018050007,2018-02-20T04:27:52.815Z,"12km NNE of Miches, Dominican Republic",earthquake,2.029,0.55,0.23,3,reviewed,pr,pr
2018-02-19T23:26:38.330Z,38.8406677,-122.8273315,1.71,0.89,md,12,99,0.006699,0.02,nc,nc72972361,2018-02-20T01:13:02.971Z,"9km WNW of Cobb, CA",earthquake,0.32,0.52,0.03,4,automatic,nc,nc
2018-02-19T23:21:56.300Z,34.043,-116.6475,11.17,1.18,ml,27,92,0.004484,0.23,ci,ci38112216,2018-02-20T19:06:16.082Z,"6km W of Morongo Valley, CA",earthquake,0.34,0.75,0.199,32,automatic,ci,ci
2018-02-19T23:05:06.820Z,38.8223343,-122.8433304,2.06,0.57,md,8,125,0.006531,0.03,nc,nc72972356,2018-02-20T00:44:03.297Z,"9km WNW of The Geysers, CA",earthquake,0.43,1.24,,1,automatic,nc,nc
2018-02-19T22:47:26.050Z,34.1305,-117.3553333,10.31,1.18,ml,26,63,0.05182,0.16,ci,ci38112200,2018-02-20T18:59:36.434Z,"3km SSW of Muscoy, CA",earthquake,0.27,0.74,0.125,30,automatic,ci,ci
2018-02-19T22:45:14.014Z,64.3552,-149.724,17.8,1.1,ml,,,,0.34,ak,ak18461779,2018-02-19T22:50:29.733Z,"38km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-02-19T22:43:27.920Z,36.548,-89.6401667,8.15,1.19,md,7,91,0.02936,0.03,nm,nm60052723,2018-02-20T18:27:38.390Z,"5km SSW of Lilbourn, Missouri",earthquake,0.89,0.53,,2,reviewed,nm,nm
2018-02-19T22:41:54.013Z,62.979,-148.6963,1.1,1,ml,,,,0.85,ak,ak18461775,2018-02-19T22:44:37.992Z,"47km SSE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-19T22:40:42.810Z,38.810833,-122.7750015,1.76,0.53,md,10,101,0.005058,0.03,nc,nc72972346,2018-02-19T23:30:03.133Z,"4km NNW of The Geysers, CA",earthquake,0.29,0.64,0.03,2,automatic,nc,nc
2018-02-19T22:28:23.698Z,60.8706,-147.6556,16.7,1.9,ml,,,,0.75,ak,ak18461766,2018-02-19T22:37:56.296Z,"56km ENE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-19T22:23:36.961Z,61.2367,-141.6841,13.3,0.8,ml,,,,0.18,ak,ak18461752,2018-02-19T22:29:53.860Z,"136km NNE of Cape Yakataga, Alaska",earthquake,,1,,,automatic,ak,ak
2018-02-19T22:19:46.918Z,38.3907,-118.9063,10.3,1.4,ml,16,90.28,0.129,0.1961,nn,nn00622347,2018-02-20T16:45:09.662Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.1,0.11,4,reviewed,nn,nn
2018-02-19T22:05:56.260Z,84.7659,-4.5536,10,4.6,mb,,53,6.283,0.8,us,us2000d4z8,2018-02-19T22:26:58.040Z,"North of Svalbard",earthquake,10.2,1.9,0.056,95,reviewed,us,us
2018-02-19T21:57:00.405Z,64.653,-150.0614,13,1.4,ml,,,,0.46,ak,ak18461187,2018-02-19T22:07:28.721Z,"46km W of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-19T21:52:27.640Z,40.469,-121.5363333,4.65,2.87,md,49,69,0.05503,0.18,nc,nc72972316,2018-02-22T02:03:39.281Z,"13km NNE of Mineral, CA",earthquake,0.23,0.58,0.203,64,reviewed,nc,nc
2018-02-19T21:47:13.570Z,18.5738,-67.447,17,2.86,md,7,318,0.3522,0.41,pr,pr2018050006,2018-02-19T23:57:37.540Z,"33km NW of Rincon, Puerto Rico",earthquake,2.76,2.14,0.1,6,reviewed,pr,pr
2018-02-19T21:46:11.351Z,39.3444,-120.0217,5.3,1.1,ml,14,61.7,0.053,0.138,nn,nn00622334,2018-02-22T02:03:34.240Z,"11km NNW of Incline Village, Nevada",earthquake,,2.5,0.65,5,reviewed,nn,nn
2018-02-19T21:37:23.436Z,59.047,-152.7171,56.3,2.2,ml,,,,0.43,ak,ak18461180,2018-02-19T21:53:00.040Z,"93km SW of Homer, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-02-19T21:34:29.080Z,10.9495,-86.358,49.08,4.4,mb,,167,0.785,0.8,us,us2000d4yf,2018-02-19T22:00:12.040Z,"62km WSW of San Juan del Sur, Nicaragua",earthquake,6.4,11.3,0.123,19,reviewed,us,us
2018-02-19T21:31:39.090Z,36.0885,44.7946,10,4.3,mb,,64,1.228,0.82,us,us2000d4y8,2018-02-20T04:14:47.828Z,"15km E of Kuysinjaq, Iraq",earthquake,6,1.8,0.074,51,reviewed,us,us
2018-02-19T21:29:00.750Z,46.8641667,-112.5341667,11.4,0.06,md,11,102,0.124,0.08,mb,mb80283249,2018-02-20T15:08:05.610Z,"15km SE of Lincoln, Montana",earthquake,0.37,0.74,0.166,4,reviewed,mb,mb
2018-02-19T21:26:52.550Z,19.3868333,-155.2783333,1.55,1.26,md,23,60,0.003206,0.06,hv,hv70041187,2018-02-20T19:54:33.520Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.24,0.186,5,reviewed,hv,hv
2018-02-19T21:26:29.970Z,19.1728333,-155.4741667,33.62,1.7,md,11,234,0.09689,0.05,hv,hv70041182,2018-02-20T19:50:00.390Z,"6km SSE of Pahala, Hawaii",earthquake,1.83,1.57,0.04,6,reviewed,hv,hv
2018-02-19T21:24:16.047Z,57.0012,-157.6796,0,2.3,ml,,,,0.99,ak,ak18461176,2018-02-19T21:30:28.182Z,"106km NE of Chignik Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-19T21:22:52.940Z,33.4831667,-116.4553333,5.07,1.16,ml,30,133,0.04715,0.18,ci,ci38112144,2018-02-20T19:02:22.187Z,"22km ESE of Anza, CA",earthquake,0.28,0.78,0.14,29,reviewed,ci,ci
2018-02-19T21:13:06.320Z,40.466,-121.5156667,3.69,1.75,md,14,127,0.06805,0.09,nc,nc72972311,2018-02-21T02:10:03.360Z,"13km NNE of Mineral, CA",earthquake,0.61,0.74,0.3,18,reviewed,nc,nc
2018-02-19T21:11:05.410Z,40.4765,-121.5391667,4.97,2.18,md,12,200,0.04793,0.08,nc,nc72972306,2018-02-21T03:49:03.643Z,"12km ESE of Viola, CA",earthquake,0.88,0.47,0.167,21,reviewed,nc,nc
2018-02-19T21:10:15.920Z,40.4653333,-121.5376667,4.71,2.81,md,46,70,0.05733,0.15,nc,nc72972301,2018-02-21T03:33:04.604Z,"12km NNE of Mineral, CA",earthquake,0.25,0.39,0.166,17,reviewed,nc,nc
2018-02-19T21:06:41.180Z,40.4576667,-121.5378333,2.57,1.8,md,11,101,0.06363,0.14,nc,nc72972296,2018-02-20T19:19:02.851Z,"12km NNE of Mineral, CA",earthquake,0.47,1.38,0.297,11,reviewed,nc,nc
2018-02-19T21:00:32.297Z,39.3444,-120.0172,4.2,0.5,ml,5,149.36,0.054,0.1015,nn,nn00622346,2018-02-22T02:03:42.730Z,"11km NNW of Incline Village, Nevada",earthquake,,3.9,1,3,reviewed,nn,nn
2018-02-19T20:54:29.720Z,12.3663,-89.5138,10,4.5,mb,,169,1.341,1.31,us,us2000d4xl,2018-02-20T19:21:50.040Z,"125km S of La Libertad, El Salvador",earthquake,8.3,2,0.075,52,reviewed,us,us
2018-02-19T20:48:28.730Z,5.9366,126.7617,139.94,4.5,mb,,121,1.627,0.75,us,us2000d4xz,2018-02-20T19:22:26.040Z,"79km SE of Pondaguitan, Philippines",earthquake,9.7,4.2,0.083,42,reviewed,us,us
2018-02-19T20:20:28.350Z,38.8241653,-122.7973328,2.46,1.48,md,33,39,0.009982,0.03,nc,nc72972286,2018-02-19T21:33:03.869Z,"6km NW of The Geysers, CA",earthquake,0.21,0.34,0.16,8,automatic,nc,nc
2018-02-19T20:17:39.761Z,60.9003,-149.5773,31.7,1.7,ml,,,,0.6,ak,ak18460598,2018-02-19T20:24:44.787Z,"39km SSE of Anchorage, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-02-19T19:40:33.060Z,56.4562,-148.8248,10,4.2,mb,,142,2.443,0.32,us,us2000d4wt,2018-02-20T17:59:53.040Z,"262km ESE of Kodiak, Alaska",earthquake,7.6,1.9,0.215,6,reviewed,us,us
2018-02-19T19:36:53.150Z,38.8250008,-122.8119965,2.05,0.34,md,8,152,0.002197,0.02,nc,nc72972276,2018-02-19T21:05:03.093Z,"7km NW of The Geysers, CA",earthquake,0.55,1.02,,1,automatic,nc,nc
2018-02-19T19:35:56.900Z,44.74,-111.0096667,7.72,1.94,ml,17,86,0.01949,0.16,uu,uu60271177,2018-02-20T19:59:59.110Z,"Yellowstone National Park, Wyoming",earthquake,0.36,0.58,0.066,3,reviewed,uu,uu
2018-02-19T19:20:45.250Z,35.9965,44.8701,10,4.5,mb,,64,1.118,0.82,us,us2000d4wi,2018-02-20T17:43:10.040Z,"23km ESE of Kuysinjaq, Iraq",earthquake,4.8,1.9,0.07,59,reviewed,us,us
2018-02-19T19:12:08.540Z,34.3268333,-116.7548333,1.21,1.59,ml,30,59,0.06371,0.18,ci,ci38112128,2018-02-20T19:03:22.334Z,"11km NE of Big Bear City, CA",earthquake,0.26,0.49,0.196,27,reviewed,ci,ci
