,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
15,Ethiopia,2009-01-01,16th,98.9,7.5,8.8,8.2,8.3,8.8,7.7,7.9,8.2,8.5,9.4,8.0,7.6
16,North Korea,2009-01-01,17th,98.3,8.3,7.8,7.2,9.6,8.8,5.0,9.8,9.6,9.5,8.5,6.0,8.2
17,Bangladesh,2009-01-01,18th,98.1,8.0,8.9,9.4,8.0,9.0,8.4,8.5,8.0,7.6,8.9,6.9,6.5
18,Yemen,2009-01-01,18th,98.1,8.4,9.0,7.7,8.2,8.9,7.4,8.3,8.5,7.7,8.8,7.9,7.3
19,Timor-Leste,2009-01-01,20th,97.2,9.0,8.8,7.3,8.4,6.8,5.7,9.4,8.4,7.0,8.4,9.0,9.0
20,Uganda,2009-01-01,21st,96.9,8.2,8.2,8.0,7.6,8.7,6.5,8.0,8.0,7.7,8.7,9.3,8.0
21,Sri Lanka,2009-01-01,22nd,96.7,9.2,9.2,9.8,6.1,8.5,6.9,9.0,6.6,8.5,7.5,9.3,6.1
22,Niger,2009-01-01,23rd,96.5,7.4,7.1,8.5,9.2,7.6,6.3,8.7,9.5,8.2,9.5,6.4,8.1
23,Burundi,2009-01-01,24th,95.7,7.3,7.7,7.5,8.0,8.4,6.5,7.5,9.0,7.6,9.2,8.1,8.9
24,Nepal,2009-01-01,25th,95.4,8.1,8.4,8.7,8.5,9.3,6.0,8.0,7.4,8.7,8.3,6.8,7.2
25,Cameroon,2009-01-01,26th,95.3,7.8,8.7,7.2,6.9,8.9,8.0,9.2,8.0,8.0,8.0,7.5,7.1
26,Guinea Bissau,2009-01-01,27th,94.8,8.5,8.0,5.8,8.5,8.5,7.0,8.6,8.7,8.0,8.6,6.5,8.1
27,Malawi,2009-01-01,28th,93.8,5.6,7.8,5.9,9.1,8.5,8.3,8.3,8.8,7.5,9.3,6.3,8.4
28,Lebanon,2009-01-01,29th,93.5,9.1,9.1,9.2,6.3,7.4,7.2,7.8,6.2,6.9,7.0,9.0,8.3
29,Congo Republic,2009-01-01,30th,93.1,7.8,7.1,6.5,8.0,8.0,6.1,8.6,8.8,7.9,8.9,7.8,7.6
30,Uzbekistan,2009-01-01,31st,92.8,9.0,9.0,7.4,7.2,8.7,7.0,9.0,6.6,9.2,7.9,5.3,6.5
31,Sierra Leone,2009-01-01,32nd,92.1,6.1,7.7,6.6,8.6,8.4,8.5,7.4,8.7,7.0,8.9,6.9,7.3
32,Georgia,2009-01-01,33rd,91.8,7.9,8.9,8.5,6.0,7.5,6.0,9.0,6.3,7.5,6.4,8.3,9.5
33,Liberia,2009-01-01,33rd,91.8,6.9,7.9,6.1,8.2,8.5,6.8,7.0,8.5,6.7,8.6,8.0,8.6
34,Burkina Faso,2009-01-01,35th,91.3,7.5,7.6,6.1,8.2,9.0,6.5,7.9,9.0,6.5,9.0,6.0,8.0
35,Eritrea,2009-01-01,36th,90.3,7.4,7.7,5.8,8.6,6.0,6.5,8.6,8.6,7.9,8.6,7.0,7.6
36,Tajikistan,2009-01-01,36th,90.3,7.5,8.4,6.9,7.5,7.3,6.5,8.9,7.6,8.6,8.2,6.4,6.5
37,Iran,2009-01-01,38th,90.0,8.6,9.1,7.6,5.5,7.4,6.8,8.3,6.0,8.9,6.5,8.5,6.8
38,Syria,2009-01-01,39th,89.8,7.8,7.8,8.2,6.8,8.0,6.8,8.8,5.7,8.6,6.1,9.2,6.0
39,Solomon Islands,2009-01-01,40th,89.6,7.2,8.0,7.5,8.3,8.0,5.0,8.3,8.4,7.0,8.0,5.0,8.9
40,Colombia,2009-01-01,41st,89.2,7.5,8.0,7.2,4.3,8.5,8.5,7.9,6.0,7.2,6.9,9.2,8.0
41,Kyrgyz Republic,2009-01-01,42nd,89.1,7.7,7.3,7.2,7.6,8.3,7.5,8.3,6.5,7.6,8.0,5.3,7.8
42,Egypt,2009-01-01,43rd,89.0,6.2,8.1,8.0,7.0,7.6,6.2,8.6,6.4,8.4,7.6,6.9,8.0
43,Laos,2009-01-01,43rd,89.0,7.6,8.3,7.0,7.5,6.0,6.6,8.2,8.0,8.5,8.2,5.9,7.2
44,Rwanda,2009-01-01,43rd,89.0,4.6,8.0,8.7,7.5,7.3,7.2,7.9,7.3,7.3,9.3,6.9,7.0
45,Mauritania,2009-01-01,46th,88.7,7.9,8.0,8.2,7.8,7.0,5.0,7.0,8.5,7.1,8.7,6.2,7.3
46,Equatorial Guinea,2009-01-01,47th,88.3,8.6,8.6,6.8,4.4,9.0,7.4,9.4,8.6,9.2,8.3,2.0,6.0
47,Bhutan,2009-01-01,48th,87.3,5.5,7.7,7.9,7.5,8.7,6.8,7.4,7.2,8.4,6.5,7.5,6.2
48,Cambodia,2009-01-01,48th,87.3,6.5,7.5,7.0,7.5,7.2,8.0,8.5,7.9,7.4,7.9,5.2,6.7
49,Togo,2009-01-01,50th,87.2,7.4,7.3,5.8,8.2,7.5,6.9,7.5,8.3,7.6,7.9,6.0,6.8
50,Bolivia,2009-01-01,51st,86.3,6.4,8.2,7.5,7.0,8.7,6.9,7.6,7.7,6.8,7.8,4.9,6.8
51,Comoros,2009-01-01,51st,86.3,7.5,7.9,5.5,7.8,6.3,6.0,8.7,8.7,7.0,7.4,3.7,9.8
52,Philippines,2009-01-01,53rd,85.8,7.7,7.9,7.5,6.0,7.6,7.2,8.5,6.1,7.0,7.2,6.3,6.8
53,Moldova,2009-01-01,54th,85.1,8.0,8.0,7.1,6.8,7.0,8.0,8.1,6.7,7.0,6.6,4.2,7.6
54,Angola,2009-01-01,55th,85.0,6.2,7.3,6.1,4.5,9.4,5.5,8.0,8.0,7.2,8.6,7.0,7.2
55,Azerbaijan,2009-01-01,56th,84.6,7.3,7.9,7.9,6.1,7.4,5.7,8.2,5.5,7.0,6.4,8.2,7.0
56,China,2009-01-01,56th,84.6,6.0,7.2,7.9,4.5,9.2,6.1,8.5,7.2,8.9,9.0,6.8,3.3
57,Israel and West Bank,2009-01-01,56th,84.6,6.0,8.0,9.3,4.1,7.5,4.0,7.5,7.0,8.0,7.2,8.0,8.0
58,Turkmenistan,2009-01-01,59th,84.3,7.6,7.7,6.5,6.9,7.6,5.6,8.5,7.2,8.9,7.0,4.8,6.0
59,Zambia,2009-01-01,60th,84.2,5.2,5.7,5.3,8.5,7.1,7.0,7.8,8.4,5.6,9.0,7.1,7.5
60,Indonesia,2009-01-01,61st,84.1,7.3,7.3,6.3,6.9,8.1,7.2,6.7,6.7,6.7,7.3,6.7,6.9
61,Papua New Guinea,2009-01-01,61st,84.1,6.7,7.1,7.3,6.8,8.9,7.6,7.7,8.1,6.5,7.5,4.0,5.9
62,Bosnia and Herzegovina,2009-01-01,63rd,83.3,7.4,8.7,8.2,5.5,7.3,5.8,8.2,5.6,5.4,5.5,7.2,8.5
63,Nicaragua,2009-01-01,64th,82.6,6.5,7.2,6.3,7.7,8.1,6.9,7.1,7.8,5.8,7.4,5.2,6.6
64,Swaziland,2009-01-01,65th,82.4,6.8,6.9,4.0,8.0,6.0,6.0,8.8,7.8,7.5,9.2,4.0,7.4
65,Belarus,2009-01-01,66th,82.3,6.6,8.1,6.9,6.6,7.2,5.0,8.9,6.6,8.0,7.2,4.1,7.1
66,Lesotho,2009-01-01,67th,81.8,5.5,6.9,5.2,8.4,5.6,6.5,7.4,8.7,6.5,9.4,4.7,7.0
67,Madagascar,2009-01-01,68th,81.6,5.9,7.1,5.6,7.4,7.6,5.0,6.6,8.8,5.9,8.9,5.0,7.8
68,Ecuador,2009-01-01,69th,81.2,6.8,7.8,6.3,6.4,8.0,7.3,7.0,6.8,6.0,6.5,6.3,6.0
69,Tanzania,2009-01-01,70th,81.1,5.4,6.3,6.6,7.5,6.9,6.0,6.7,8.0,5.8,8.0,7.1,6.8
70,Russia,2009-01-01,71st,80.8,6.9,8.0,7.5,4.6,8.1,6.2,8.0,5.7,8.3,7.0,5.9,4.6
71,Mozambique,2009-01-01,72nd,80.7,6.0,5.6,4.8,8.0,7.4,7.6,7.3,8.9,7.2,8.7,3.2,6.0
72,Algeria,2009-01-01,73rd,80.6,7.0,6.7,7.7,4.6,7.3,6.2,7.7,6.7,7.6,6.7,6.7,5.7
73,Cuba,2009-01-01,73rd,80.6,7.5,7.1,5.5,6.3,6.8,7.2,7.5,5.0,7.4,6.9,5.9,7.5
74,Djibouti,2009-01-01,73rd,80.6,6.2,6.9,5.7,6.6,6.3,5.2,7.4,7.5,6.2,8.0,6.4,8.2
75,Guatemala,2009-01-01,73rd,80.6,7.1,6.3,6.7,6.6,8.2,6.7,7.1,6.6,7.0,7.0,5.8,5.5
76,Venezuela,2009-01-01,77th,79.5,6.9,7.7,7.0,5.3,8.0,6.9,7.2,5.9,7.3,6.8,5.0,5.5
77,Serbia  ,2009-01-01,78th,79.2,6.3,7.9,7.9,5.9,7.4,5.5,7.3,5.2,5.8,5.8,7.3,6.9
78,Thailand,2009-01-01,78th,79.2,7.5,8.0,8.0,3.8,7.7,4.5,8.2,5.4,6.9,6.9,6.5,5.8
79,Gambia,2009-01-01,80th,79.0,6.0,6.2,4.4,7.4,7.0,6.4,7.8,7.1,6.9,7.2,5.7,6.9
80,Fiji,2009-01-01,81st,78.8,6.7,8.2,7.3,6.3,7.7,6.5,8.6,5.0,6.1,6.1,4.3,6.0
81,Maldives,2009-01-01,81st,78.8,6.3,7.4,5.2,6.7,5.2,7.0,7.2,7.3,7.5,6.5,6.5,6.0
82,Mali,2009-01-01,83rd,78.7,6.5,4.0,6.5,8.3,6.9,7.4,5.3,8.4,5.2,8.7,4.6,6.9
83,Cape Verde,2009-01-01,84th,78.5,5.7,6.1,4.4,7.2,6.2,8.2,7.4,7.6,6.2,7.9,4.0,7.6
84,Turkey,2009-01-01,85th,78.2,7.0,7.8,7.7,5.3,8.0,5.0,6.5,5.3,6.0,6.8,6.6,6.2
85,Jordan,2009-01-01,86th,77.9,6.0,6.5,6.8,6.5,7.4,5.0,6.0,5.4,6.9,6.7,7.9,6.8
86,India,2009-01-01,87th,77.8,7.1,6.0,7.3,5.0,8.9,6.7,5.5,7.0,6.0,8.3,4.9,5.1
87,Dominican Republic,2009-01-01,88th,77.7,5.8,6.8,6.0,5.6,8.0,8.5,5.8,6.7,6.7,6.7,5.3,5.8
88,Saudi Arabia,2009-01-01,89th,77.5,8.0,7.8,8.0,2.7,7.0,3.4,8.4,4.3,8.9,6.5,6.0,6.5
89,El Salvador,2009-01-01,90th,77.2,6.4,4.5,6.2,6.3,7.8,6.9,7.0,6.6,6.9,7.6,5.7,5.3
90,Honduras,2009-01-01,90th,77.2,6.0,6.1,5.0,7.2,8.5,6.3,7.0,7.1,6.3,7.8,4.0,5.9
91,Morocco,2009-01-01,92nd,77.1,5.1,6.2,6.8,6.5,7.8,6.2,7.4,6.5,6.7,7.0,6.7,4.2
92,Peru,2009-01-01,92nd,77.1,7.2,6.9,6.4,5.6,8.2,7.3,6.9,6.3,5.5,6.6,4.5,5.7
93,Vietnam,2009-01-01,94th,76.9,6.2,7.1,5.5,6.7,6.5,6.0,7.3,6.3,7.2,6.8,5.3,6.0
94,Sao Tome and Principe,2009-01-01,95th,76.7,5.6,6.3,5.0,7.9,6.1,7.3,7.3,7.5,5.3,8.0,4.0,6.4
95,Namibia,2009-01-01,96th,75.6,5.8,3.6,5.8,6.1,9.1,7.7,5.0,7.1,6.0,7.7,5.5,6.2
96,Benin,2009-01-01,97th,75.5,5.2,4.3,4.1,6.9,7.4,7.0,6.6,8.0,5.6,7.5,6.2,6.7
97,Mexico,2009-01-01,98th,75.4,7.0,5.0,5.9,6.1,8.2,7.0,6.8,6.0,5.5,7.0,4.3,6.6
98,Gabon,2009-01-01,99th,74.4,5.9,7.2,3.0,5.5,7.8,6.0,7.3,6.8,6.3,7.2,5.7,5.7
99,Macedonia,2009-01-01,99th,74.4,5.8,6.7,7.5,6.3,7.3,6.9,7.4,4.8,5.3,5.0,4.6,6.8
100,Armenia,2009-01-01,101st,74.3,5.3,6.9,6.0,5.3,6.5,6.7,7.1,5.4,6.1,5.9,7.2,5.9
101,Senegal,2009-01-01,102nd,74.2,5.9,4.0,6.3,6.5,7.5,5.6,6.0,7.3,6.0,7.4,6.0,5.7
102,Suriname,2009-01-01,103rd,73.2,6.2,5.8,6.2,6.3,7.9,6.9,6.7,5.0,6.0,6.2,3.9,6.1
103,Guyana,2009-01-01,104th,73.0,6.8,5.1,6.1,6.6,7.9,7.9,6.7,5.5,5.4,6.3,3.5,5.2
104,Kazakhstan,2009-01-01,105th,72.5,6.5,7.6,5.5,6.4,6.4,4.0,7.7,5.3,6.8,6.0,3.9,6.4
105,Paraguay,2009-01-01,106th,72.0,5.3,7.5,6.5,5.9,7.9,6.0,7.9,6.0,6.9,6.4,1.3,4.4
106,Micronesia,2009-01-01,107th,71.9,5.3,5.5,4.5,6.6,7.0,8.3,6.6,6.8,3.0,7.2,3.1,8.0
107,Samoa,2009-01-01,108th,71.4,6.0,5.5,5.2,5.8,6.8,8.2,6.6,5.0,4.7,6.5,3.0,8.1
108,Albania,2009-01-01,109th,70.0,5.5,5.9,5.4,6.5,5.9,7.2,7.3,5.8,5.8,6.4,2.6,5.7
109,Ukraine,2009-01-01,110th,69.7,3.3,7.9,6.9,5.5,6.4,7.1,7.2,4.2,5.5,6.1,3.0,6.6
110,Belize,2009-01-01,111th,69.5,5.9,4.6,4.9,6.0,7.3,6.9,6.2,5.7,4.0,7.0,5.0,6.0
111,Libya,2009-01-01,112th,69.4,5.4,7.1,5.8,5.5,7.1,4.0,7.1,4.2,8.1,5.9,4.2,5.0
112,Brazil,2009-01-01,113th,69.1,6.9,5.1,6.4,4.1,8.9,5.0,6.4,6.0,5.6,6.4,3.9,4.4
113,Cyprus,2009-01-01,114th,68.9,5.2,7.9,7.5,4.0,7.8,5.2,5.4,3.6,3.8,5.0,4.5,9.0
114,Malaysia,2009-01-01,114th,68.9,6.1,6.1,6.2,4.7,6.9,3.8,6.1,5.2,6.5,6.5,5.2,5.6
115,Botswana,2009-01-01,116th,68.8,4.0,2.8,4.3,5.6,7.2,6.0,5.8,6.4,5.0,9.2,6.7,5.8
116,Jamaica,2009-01-01,117th,68.6,6.0,4.0,4.5,6.6,6.7,6.3,7.0,6.4,5.7,6.4,2.7,6.3
117,Brunei Darussalam,2009-01-01,118th,68.1,6.1,7.4,6.6,3.4,7.8,4.0,7.9,3.6,6.8,5.4,4.4,4.7
118,Grenada,2009-01-01,119th,67.9,5.5,5.8,4.5,5.9,6.9,7.8,6.3,4.1,4.7,5.9,2.9,7.6
119,Seychelles,2009-01-01,120th,67.7,5.6,6.0,5.0,4.8,6.8,4.7,7.1,4.6,5.9,6.3,4.4,6.5
120,Tunisia,2009-01-01,121st,67.6,6.2,6.0,5.4,4.9,7.2,5.3,6.6,6.1,7.4,5.9,3.2,3.4
121,South Africa,2009-01-01,122nd,67.4,4.3,5.9,5.3,4.6,8.5,4.3,5.5,5.7,4.5,8.4,7.4,3.0
122,Trinidad and Tobago,2009-01-01,123rd,66.7,5.7,5.6,4.9,4.5,7.6,7.1,6.1,5.4,5.6,5.8,3.1,5.3
123,Ghana,2009-01-01,124th,66.2,2.4,4.2,5.4,5.5,6.6,8.1,5.3,7.2,4.7,7.0,5.1,4.7
124,Kuwait,2009-01-01,125th,63.4,5.1,7.2,5.1,3.5,6.1,4.3,6.5,3.5,6.9,5.7,4.2,5.3
125,Antigua and Barbuda,2009-01-01,126th,62.8,5.0,4.4,4.3,4.8,6.5,7.8,5.8,5.0,5.0,4.7,3.6,5.9
126,Mongolia,2009-01-01,127th,61.9,5.0,5.7,4.3,5.9,5.8,2.3,6.7,5.5,6.6,5.8,1.2,7.1
127,Bulgaria,2009-01-01,128th,61.5,5.3,4.6,4.4,5.0,6.3,6.0,6.0,5.0,4.8,4.7,3.8,5.6
128,Romania,2009-01-01,129th,61.3,4.3,5.1,5.5,5.3,5.8,5.1,6.2,5.0,4.5,5.6,3.4,5.5
129,Bahamas,2009-01-01,130th,60.9,5.3,4.8,5.0,4.4,6.9,5.7,5.5,4.6,3.0,6.7,3.7,5.3
130,Croatia,2009-01-01,131st,60.1,4.3,4.3,5.4,5.9,5.5,4.8,4.5,3.9,4.7,4.9,6.1,5.8
131,Panama,2009-01-01,132nd,59.7,5.1,3.0,4.6,5.6,7.3,5.0,4.7,5.5,4.7,6.6,3.4,4.2
132,Bahrain,2009-01-01,133rd,59.0,4.4,6.1,6.4,3.5,5.9,3.7,6.9,3.1,5.0,5.0,3.1,5.9
133,Montenegro,2009-01-01,134th,58.0,4.7,6.0,6.4,4.6,4.6,2.5,4.7,4.0,5.5,5.1,4.1,5.8
134,Barbados,2009-01-01,135th,57.2,5.0,4.5,5.3,5.2,7.1,7.0,4.5,2.8,3.0,4.1,3.3,5.4
135,Latvia,2009-01-01,136th,54.6,2.9,4.3,4.5,5.5,6.2,5.0,5.1,4.4,3.7,4.5,4.5,4.0
136,Costa Rica,2009-01-01,137th,52.5,2.2,3.2,4.1,5.0,6.7,4.7,4.1,4.0,3.5,5.7,4.5,4.8
137,Qatar,2009-01-01,138th,51.9,2.5,5.0,5.2,4.4,5.3,3.3,6.5,2.6,4.5,4.7,3.2,4.7
138,United Arab Emirates,2009-01-01,139th,51.8,2.3,4.0,4.7,3.2,5.7,3.3,6.7,3.6,5.8,4.6,3.4,4.5
139,Estonia,2009-01-01,140th,51.2,2.5,5.5,4.9,4.4,5.4,4.0,4.7,3.5,3.5,4.7,4.4,3.7
140,Hungary,2009-01-01,141st,50.7,2.1,5.0,3.4,5.0,6.1,5.0,5.5,3.8,3.5,3.5,3.0,4.8
141,Poland,2009-01-01,142nd,49.6,2.3,3.7,3.2,4.8,4.9,6.1,4.4,3.9,4.0,4.9,3.0,4.4
142,Malta,2009-01-01,143rd,48.8,4.0,1.7,4.0,3.9,4.6,4.3,4.3,3.5,3.6,3.9,6.0,5.0
143,Slovak Republic,2009-01-01,144th,48.6,2.0,3.9,4.3,4.6,5.8,5.4,3.9,4.0,4.0,4.3,2.0,4.4
144,Lithuania,2009-01-01,145th,48.0,2.1,3.0,4.2,4.7,6.2,5.2,4.1,3.4,3.5,4.5,2.8,4.3
145,Oman,2009-01-01,146th,47.2,5.0,6.6,3.0,4.4,2.3,1.3,6.0,4.5,6.4,4.5,1.0,2.2
146,Greece,2009-01-01,147th,46.1,3.5,2.0,4.4,4.0,4.8,4.7,4.5,3.9,3.6,4.5,2.7,3.5
147,Argentina,2009-01-01,148th,44.7,2.1,3.1,4.5,4.8,5.5,4.0,3.4,4.2,4.0,4.1,2.0,3.0
148,Mauritius,2009-01-01,148th,44.7,3.6,3.3,3.5,4.3,5.9,2.4,5.3,4.4,3.9,3.9,1.0,3.2
149,Italy,2009-01-01,150th,43.9,4.0,3.7,4.5,4.4,4.7,3.0,4.3,2.8,2.6,3.8,3.7,2.4
150,Spain,2009-01-01,151st,43.3,5.2,5.7,6.2,4.0,5.2,1.7,1.3,2.6,2.7,3.9,2.6,2.2
151,Czech Republic,2009-01-01,152nd,42.6,2.0,3.3,3.6,4.1,4.3,4.5,3.6,3.8,3.5,3.5,2.7,3.7
152,South Korea,2009-01-01,153rd,41.6,1.4,3.6,4.1,2.1,2.4,5.0,4.1,2.2,2.7,4.0,3.5,6.5
153,Uruguay,2009-01-01,154th,41.2,3.3,2.5,2.0,4.1,5.2,5.8,2.8,3.6,2.5,4.7,1.0,3.7
154,Chile,2009-01-01,155th,37.5,2.0,1.5,3.6,4.3,4.4,2.1,2.0,4.2,3.6,4.0,2.5,3.3
155,Slovenia,2009-01-01,156th,36.3,2.7,1.3,3.4,3.6,5.2,3.5,3.0,3.2,3.2,3.6,1.3,2.3
156,Germany,2009-01-01,157th,36.2,2.1,1.8,4.9,3.2,4.9,2.8,2.3,1.9,2.5,3.5,3.9,2.4
157,France,2009-01-01,158th,35.3,1.2,2.0,5.8,3.3,5.5,2.0,1.8,1.5,2.9,3.9,3.0,2.4
158,United States,2009-01-01,159th,34.0,1.4,2.5,3.3,2.9,5.3,1.0,3.0,2.3,4.0,3.1,3.7,1.5
159,Singapore,2009-01-01,160th,33.8,1.0,4.1,3.1,3.2,3.0,2.7,4.0,1.5,4.3,3.0,1.1,2.8
160,United Kingdom,2009-01-01,161st,33.6,2.6,2.9,4.3,2.5,4.7,1.9,1.8,2.2,2.3,3.2,2.8,2.4
161,Belgium,2009-01-01,162nd,33.5,1.7,3.5,4.9,3.2,4.9,1.3,2.8,2.0,1.7,2.8,1.7,3.0
162,Portugal,2009-01-01,163rd,32.7,1.1,1.2,2.6,4.2,3.9,2.3,1.6,3.8,3.7,3.9,1.4,3.0
163,Japan,2009-01-01,164th,31.2,2.0,2.0,3.8,3.1,2.5,2.0,2.0,1.2,3.4,4.2,1.1,3.9
164,Iceland,2009-01-01,165th,29.0,1.0,2.0,1.0,6.7,2.5,3.2,2.2,1.4,2.1,1.0,0.9,5.0
165,Canada,2009-01-01,166th,27.7,1.1,2.4,3.0,2.0,4.7,2.1,1.7,1.2,2.1,3.3,2.4,1.7
166,Austria,2009-01-01,167th,27.6,1.0,2.4,3.6,2.3,4.9,1.1,1.6,1.4,1.6,2.9,2.2,2.6
167,Luxembourg,2009-01-01,167th,27.6,2.0,3.6,3.2,2.2,2.5,1.2,2.9,2.4,1.5,2.1,1.5,2.5
168,Netherlands,2009-01-01,169th,27.0,1.0,1.4,4.7,2.5,3.3,2.1,1.4,1.4,1.2,2.9,3.1,2.0
169,Australia,2009-01-01,170th,25.9,1.0,1.5,3.4,2.8,4.4,1.1,1.4,1.4,2.5,3.1,2.2,1.1
170,New Zealand,2009-01-01,171st,23.3,1.0,1.2,3.2,3.6,4.2,2.3,1.1,1.4,1.7,1.3,1.2,1.1
171,Denmark,2009-01-01,172nd,23.2,1.3,1.0,3.0,2.7,2.2,2.0,1.3,1.5,1.5,3.0,1.6,2.1
172,Ireland,2009-01-01,173rd,21.6,1.1,1.3,1.0,2.7,3.0,2.0,1.8,2.3,1.5,1.9,1.5,1.5
173,Switzerland,2009-01-01,174th,21.2,1.0,1.0,2.9,2.1,2.6,2.0,1.2,1.6,1.7,2.6,1.3,1.2
174,Sweden,2009-01-01,175th,20.6,1.1,1.3,1.3,1.6,2.3,2.0,1.0,1.2,1.6,2.8,2.6,1.8
175,Finland,2009-01-01,176th,19.2,0.9,0.9,1.2,2.4,1.9,2.1,0.9,1.1,1.7,2.5,1.6,2.0
176,Norway,2009-01-01,177th,18.3,1.1,1.1,1.3,2.3,2.2,1.1,1.0,1.3,1.5,1.9,1.6,1.9
