,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
83,Morocco,2017-01-01,84th,74.9,5.8,6.6,7.7,4.8,6.2,8.2,6.7,5.2,6.8,4.8,6.1,6.0
84,China,2017-01-01,85th,74.7,5.9,7.2,7.9,4.4,7.3,4.9,8.6,5.7,8.5,6.7,4.9,2.7
85,Maldives,2017-01-01,86th,74.4,6.4,8.0,4.8,5.9,3.6,6.2,8.5,5.6,8.2,6.0,4.7,6.5
86,Turkmenistan,2017-01-01,86th,74.4,6.3,7.8,6.6,4.9,6.7,5.1,9.7,5.6,8.7,5.4,3.5,4.1
87,Mexico,2017-01-01,88th,74.3,8.4,5.4,7.2,4.9,6.1,5.8,6.5,6.8,6.5,6.1,5.1,5.5
88,Tunisia,2017-01-01,89th,74.2,8.3,7.8,7.7,6.7,4.9,6.1,6.5,4.4,6.5,4.2,4.7,6.4
89,Ukraine,2017-01-01,90th,74.0,7.6,8.0,6.7,6.8,4.2,5.2,8.2,3.7,6.2,4.2,4.6,8.6
90,Gabon,2017-01-01,91st,73.8,5.2,7.4,3.8,5.5,6.5,6.1,8.2,6.7,7.5,6.7,4.5,5.7
91,El Salvador,2017-01-01,92nd,73.1,7.3,4.3,6.7,5.4,6.4,7.9,4.8,6.4,6.3,6.9,4.8,5.9
92,Bosnia and Herzegovina,2017-01-01,93rd,73.0,5.7,8.7,7.0,5.7,5.1,5.5,6.5,3.6,5.6,3.8,7.6,8.2
93,Indonesia,2017-01-01,94th,72.9,6.2,7.0,7.1,4.5,5.8,6.9,5.1,5.9,7.2,6.6,5.4,5.2
94,Belarus,2017-01-01,95th,72.4,6.1,8.3,7.1,6.0,4.7,3.4,8.7,4.2,7.9,5.1,3.6,7.3
95,South Africa,2017-01-01,96th,72.3,6.1,6.1,6.7,7.1,7.5,5.5,6.5,7.0,4.2,7.2,5.4,3.0
96,Sao Tome and Principe,2017-01-01,97th,72.1,5.0,6.3,4.5,8.5,6.0,8.5,5.6,5.9,3.3,6.2,4.4,7.9
97,Moldova,2017-01-01,98th,72.0,6.1,8.3,7.3,6.4,4.8,6.6,6.6,4.9,4.9,4.8,3.9,7.4
98,Paraguay,2017-01-01,99th,71.6,6.6,7.8,5.8,5.0,7.9,5.8,7.0,6.2,5.9,5.7,3.1,4.8
99,Guyana,2017-01-01,100th,71.3,6.4,5.1,6.7,6.0,5.7,9.4,5.4,6.2,3.5,5.8,3.8,7.3
100,Saudi Arabia,2017-01-01,101st,71.2,6.3,8.2,7.8,4.5,5.0,3.8,8.0,3.8,9.1,5.3,4.7,4.7
101,Armenia,2017-01-01,102nd,71.0,5.5,7.4,6.1,6.3,4.5,6.2,7.6,3.6,7.0,3.1,7.0,6.7
102,Namibia,2017-01-01,103rd,70.4,5.5,3.5,5.8,6.8,8.2,7.1,3.3,7.4,3.8,7.6,5.0,6.4
103,Peru,2017-01-01,104th,70.3,7.1,6.9,7.4,3.2,7.4,7.3,7.2,6.7,4.3,5.0,4.3,3.5
104,Vietnam,2017-01-01,105th,70.2,4.6,6.9,6.0,5.1,5.0,6.2,8.3,4.7,7.4,6.1,4.7,5.2
105,Cape Verde,2017-01-01,106th,70.1,5.4,5.5,4.1,5.2,7.1,8.0,5.3,6.0,4.0,7.2,4.2,8.1
106,Serbia,2017-01-01,107th,70.0,5.5,8.0,7.3,6.4,4.8,5.3,5.2,4.2,4.4,4.3,8.4,6.2
107,Ghana,2017-01-01,108th,69.7,3.8,5.2,4.4,6.1,6.6,8.2,4.2,7.8,5.1,6.6,5.0,6.7
108,Dominican Republic,2017-01-01,109th,69.0,5.8,6.2,5.8,5.5,5.8,7.1,5.5,6.3,5.8,6.5,3.3,5.4
109,Brazil,2017-01-01,110th,68.2,6.7,4.9,6.2,4.8,7.8,4.6,6.2,6.4,6.4,8.1,2.8,3.3
110,Samoa,2017-01-01,111th,67.1,4.7,5.1,4.5,6.3,4.9,9.5,5.5,4.9,4.1,5.7,2.7,9.2
111,Macedonia,2017-01-01,112th,66.1,5.6,7.3,6.9,5.8,5.2,5.2,5.8,3.9,3.8,3.3,7.3,6.0
112,Kazakhstan,2017-01-01,113th,65.9,5.2,7.6,7.6,6.4,4.2,3.6,8.3,4.0,7.3,4.5,3.0,4.2
113,Suriname,2017-01-01,113th,65.9,4.9,5.8,5.8,7.1,6.1,6.8,5.0,5.6,4.6,5.3,3.0,5.9
114,Belize,2017-01-01,115th,65.5,6.4,4.3,4.1,6.7,5.4,6.6,5.2,5.9,4.7,5.1,3.6,7.5
115,Malaysia,2017-01-01,116th,65.4,6.3,6.8,6.5,3.1,5.0,5.0,7.7,4.2,8.0,5.3,3.7,3.8
116,Jamaica,2017-01-01,117th,65.2,6.9,3.7,3.4,6.9,5.1,8.4,4.8,6.4,5.5,5.2,3.1,5.8
117,Bahrain,2017-01-01,118th,64.9,6.9,7.6,8.4,3.8,4.6,3.5,8.2,1.8,8.8,4.1,2.4,4.8
118,Cuba,2017-01-01,119th,64.6,5.2,7.0,4.0,4.0,5.4,5.2,7.6,4.1,7.5,5.5,4.0,5.1
119,Botswana,2017-01-01,120th,63.8,4.1,3.3,4.9,5.8,7.8,5.5,3.3,7.3,5.0,8.2,4.5,4.1
120,Cyprus,2017-01-01,121st,62.6,4.4,7.9,6.3,6.0,5.9,4.0,4.8,2.5,3.0,3.5,5.3,9.0
121,Brunei Darussalam,2017-01-01,122nd,61.6,5.1,7.4,5.9,3.5,7.8,4.6,8.3,1.8,7.7,3.7,2.2,3.6
122,Grenada,2017-01-01,123rd,61.5,5.7,5.6,3.8,6.0,4.8,8.4,5.4,3.8,3.2,4.7,3.0,7.1
123,Albania,2017-01-01,124th,60.5,4.7,6.2,4.5,5.4,3.6,7.6,5.7,4.0,4.8,3.7,3.6,6.7
124,Seychelles,2017-01-01,125th,59.4,6.1,6.0,4.5,4.1,5.5,5.9,5.5,2.7,3.8,5.1,3.2,7.0
125,Kuwait,2017-01-01,126th,58.5,4.2,7.8,4.7,3.0,4.2,3.6,7.2,2.6,7.9,5.0,3.5,4.8
126,Greece,2017-01-01,127th,57.5,4.5,4.1,5.4,6.5,3.7,3.3,6.7,3.8,3.2,3.7,6.5,6.1
127,Mongolia,2017-01-01,128th,56.7,3.6,5.5,3.8,5.0,6.4,3.3,4.0,5.4,4.5,5.1,3.0,7.1
128,Trinidad and Tobago,2017-01-01,128th,56.7,6.3,5.6,4.2,4.4,4.9,8.1,4.5,4.3,4.1,4.5,2.7,3.1
129,Montenegro,2017-01-01,130th,55.7,4.0,6.5,7.9,5.2,2.4,4.0,4.6,3.1,4.1,2.8,4.6,6.5
130,Antigua and Barbuda,2017-01-01,131st,54.8,5.7,3.7,3.9,4.5,4.5,6.8,5.4,3.8,4.4,4.1,2.7,5.3
131,Bulgaria,2017-01-01,132nd,53.7,4.3,5.3,5.1,5.7,4.4,4.2,4.5,4.4,3.3,3.7,4.5,4.3
132,Oman,2017-01-01,133rd,52.5,4.2,6.6,2.9,4.1,4.6,2.5,6.8,3.5,7.7,4.8,2.5,2.3
133,Bahamas,2017-01-01,134th,52.4,4.6,4.5,4.1,4.8,4.5,4.7,3.8,4.6,3.6,6.9,2.6,3.7
134,Hungary,2017-01-01,135th,52.0,2.7,5.3,4.8,5.4,3.8,3.3,6.1,3.2,5.2,1.8,6.5,3.9
135,Romania,2017-01-01,136th,50.9,3.0,5.4,6.8,4.7,4.2,4.5,5.2,3.8,3.7,3.2,2.8,3.6
136,Panama,2017-01-01,137th,50.7,5.4,2.2,5.6,2.6,7.4,4.6,3.2,4.8,4.3,4.9,3.0,2.7
137,Croatia,2017-01-01,138th,50.6,3.5,4.4,5.8,5.3,3.3,4.7,2.9,2.4,3.6,3.1,7.0,4.6
138,Barbados,2017-01-01,139th,49.6,4.4,4.2,4.1,5.9,4.6,5.4,2.5,2.7,2.9,4.4,2.5,6.0
139,Argentina,2017-01-01,140th,48.2,4.3,2.8,5.0,4.3,5.4,3.0,4.8,3.8,4.1,3.8,2.3,4.6
140,Latvia,2017-01-01,141st,46.4,3.0,4.3,8.0,3.5,4.1,4.8,3.4,2.9,2.8,2.9,2.8,3.9
141,Italy,2017-01-01,142nd,45.2,4.5,4.9,4.8,5.4,2.9,2.0,3.7,2.7,2.0,4.3,5.5,2.5
142,Estonia,2017-01-01,143rd,44.7,3.3,5.9,7.3,3.5,3.2,4.0,2.7,2.9,1.7,2.8,3.1,4.3
143,Slovak Republic,2017-01-01,144th,44.3,1.8,4.7,6.9,4.6,3.5,4.2,4.3,2.4,2.5,2.3,3.8,3.3
144,Costa Rica,2017-01-01,145th,44.1,3.6,3.8,4.2,4.0,5.3,4.1,2.4,3.9,1.5,3.3,3.9,4.1
145,Qatar,2017-01-01,146th,44.0,2.6,5.0,4.6,2.1,4.7,2.6,6.3,1.3,6.3,3.8,2.0,2.7
146,United Arab Emirates,2017-01-01,147th,43.7,3.1,3.6,3.4,2.4,3.4,2.5,6.7,2.2,7.8,4.0,2.2,2.4
147,Lithuania,2017-01-01,148th,41.7,3.1,3.0,4.4,4.5,4.5,4.4,2.7,3.5,2.5,2.8,2.3,4.0
148,Mauritius,2017-01-01,148th,41.7,2.3,3.2,3.6,4.0,3.5,4.4,3.0,3.3,3.4,3.6,2.7,4.7
149,Chile,2017-01-01,150th,41.1,3.2,2.2,3.6,3.2,5.7,3.8,3.3,4.0,3.0,4.9,2.1,2.1
150,Poland,2017-01-01,151st,40.8,1.8,4.2,5.4,3.6,3.0,4.5,3.3,2.3,3.2,3.0,3.6,2.9
151,Czech Republic,2017-01-01,152nd,40.1,2.6,5.0,4.8,4.6,2.7,2.8,4.7,2.6,2.4,1.4,3.8,2.7
152,Malta,2017-01-01,153rd,38.6,3.6,2.0,3.9,4.0,2.6,3.7,3.6,2.0,3.0,2.5,4.4,3.3
153,South Korea,2017-01-01,154th,38.1,2.1,4.3,2.9,2.0,3.0,3.9,4.4,1.9,2.9,3.1,2.0,5.6
154,Spain,2017-01-01,155th,37.9,2.8,6.3,5.7,5.2,3.5,1.9,2.8,2.2,1.8,2.0,1.9,1.8
155,Japan,2017-01-01,156th,37.4,1.6,2.6,3.7,4.1,1.6,3.2,1.2,2.2,3.0,6.0,4.4,3.8
156,Uruguay,2017-01-01,157th,36.8,3.8,2.7,2.5,3.6,4.1,4.4,1.0,2.9,2.8,3.8,2.5,2.7
157,United States,2017-01-01,158th,35.6,3.2,5.3,6.0,2.4,4.3,1.7,1.9,1.6,3.2,2.8,2.0,1.2
158,France,2017-01-01,159th,33.5,3.3,1.9,7.0,4.3,3.2,2.2,1.3,1.1,2.1,2.8,2.5,1.8
159,United Kingdom,2017-01-01,160th,33.2,2.7,4.5,6.4,3.6,3.6,2.1,1.5,1.6,1.7,2.4,2.1,1.0
160,Singapore,2017-01-01,161st,32.5,1.6,4.0,2.6,2.0,3.8,3.3,3.9,1.3,4.6,2.5,1.7,1.2
161,Slovenia,2017-01-01,162nd,32.4,1.6,1.7,4.5,3.8,3.4,3.1,2.7,1.5,1.5,2.3,4.0,2.3
162,Belgium,2017-01-01,163rd,30.8,2.4,4.4,4.9,4.2,2.7,1.6,1.4,2.3,1.5,2.0,2.4,1.0
163,Portugal,2017-01-01,164th,29.0,1.3,2.5,2.5,5.3,2.5,2.2,1.6,2.2,1.8,2.1,2.2,2.8
164,Germany,2017-01-01,165th,28.1,2.1,2.3,5.0,2.2,2.8,2.1,1.0,1.1,1.1,2.0,5.4,1.0
165,Austria,2017-01-01,166th,27.7,1.0,3.2,4.5,2.2,2.9,1.5,1.4,1.1,1.2,1.9,5.6,1.2
166,Netherlands,2017-01-01,167th,27.4,1.5,3.1,4.5,2.7,2.2,2.6,1.3,1.0,1.0,2.5,3.8,1.2
167,Luxembourg,2017-01-01,168th,23.4,1.7,3.4,3.1,1.2,1.6,2.1,1.0,2.1,1.0,1.6,3.5,1.1
168,Canada,2017-01-01,169th,22.6,2.2,2.5,3.4,1.8,2.5,1.7,1.0,1.5,1.3,1.9,1.8,1.0
169,New Zealand,2017-01-01,170th,22.6,1.2,1.4,3.6,3.6,2.3,2.1,0.9,1.4,1.0,2.1,1.8,1.2
170,Iceland,2017-01-01,171st,22.5,1.0,1.8,1.3,3.3,1.1,2.8,1.3,1.2,1.0,1.6,2.0,4.1
171,Australia,2017-01-01,172nd,22.3,2.1,1.7,3.9,1.7,2.2,1.3,1.0,1.5,2.3,1.3,2.3,1.0
172,Ireland,2017-01-01,172nd,22.3,2.1,1.5,1.4,3.4,2.2,2.8,1.0,1.4,1.4,1.7,2.0,1.4
173,Sweden,2017-01-01,174th,22.1,2.1,1.8,1.5,1.8,1.8,1.5,1.0,1.1,1.1,2.0,5.3,1.1
174,Denmark,2017-01-01,175th,21.5,1.7,1.4,4.4,2.0,1.6,1.9,0.9,1.0,1.5,2.0,2.1,1.0
175,Switzerland,2017-01-01,176th,21.1,1.1,1.0,3.6,2.3,2.2,2.1,1.0,1.0,1.8,1.5,2.5,1.0
176,Norway,2017-01-01,177th,20.5,2.0,1.1,3.6,2.2,1.5,1.6,0.8,1.0,1.1,1.5,2.8,1.3
177,Finland,2017-01-01,178th,18.7,1.7,1.1,1.8,3.5,1.0,2.3,0.9,1.0,1.0,1.1,2.3,1.0
