,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
47,Cambodia,2008-01-01,48th,85.8,6.2,7.2,7.5,6.6,7.2,8.0,8.3,7.6,7.1,7.8,5.7,6.6
48,Iran,2008-01-01,49th,85.7,8.5,9.0,7.3,4.3,7.4,5.0,8.0,5.8,8.7,6.5,8.7,6.5
49,Moldova,2008-01-01,49th,85.7,6.5,7.7,7.3,7.2,7.2,8.4,8.3,7.0,7.1,7.0,4.7,7.3
50,Bhutan,2008-01-01,51st,85.4,4.6,7.7,7.0,7.8,8.7,6.7,7.7,6.7,8.3,6.5,7.5,6.2
51,Papua New Guinea,2008-01-01,52nd,84.6,7.0,6.7,8.0,7.3,9.0,7.9,7.8,7.8,6.1,7.5,3.5,6.0
52,Belarus,2008-01-01,53rd,84.4,6.5,8.5,6.7,6.7,7.2,5.0,9.3,6.6,8.8,7.7,4.3,7.1
53,Bosnia and Herzegovina,2008-01-01,54th,84.3,7.3,8.6,8.5,5.5,7.2,6.0,7.9,5.4,5.3,6.1,8.0,8.5
54,Bolivia,2008-01-01,55th,84.2,6.2,8.5,7.3,6.4,8.5,7.0,7.4,7.6,7.0,7.7,4.2,6.4
55,Angola,2008-01-01,56th,83.8,6.2,7.5,5.9,4.0,9.0,5.0,8.4,7.6,7.5,8.6,6.9,7.2
56,Georgia,2008-01-01,56th,83.8,7.7,8.3,8.1,5.4,6.9,5.7,8.4,5.9,5.9,6.3,6.8,8.4
57,Israel and West Bank,2008-01-01,58th,83.6,5.5,8.0,9.0,3.9,7.5,3.8,7.5,7.2,7.9,7.2,8.1,8.0
58,Philippines,2008-01-01,59th,83.4,7.4,7.8,7.0,5.9,7.6,7.2,8.3,5.9,6.8,6.9,5.7,6.9
59,Indonesia,2008-01-01,60th,83.3,7.1,7.0,5.9,6.3,8.0,7.5,6.8,6.7,6.8,7.0,7.3,6.9
60,Lesotho,2008-01-01,61st,81.7,6.3,6.9,5.6,8.2,5.6,6.0,7.6,8.5,6.8,9.1,4.6,6.5
61,Nicaragua,2008-01-01,61st,81.7,6.5,7.1,6.5,7.5,8.4,6.8,6.3,7.5,5.4,7.5,5.7,6.5
62,Zambia,2008-01-01,63rd,81.6,5.5,5.5,5.2,8.1,7.4,6.7,7.8,7.9,5.8,8.8,6.4,6.5
63,Azerbaijan,2008-01-01,64th,81.0,7.2,7.5,7.3,5.9,7.0,5.3,8.1,5.5,6.9,6.0,7.8,6.5
64,Cape Verde,2008-01-01,65th,80.7,5.8,6.4,4.8,7.8,6.2,8.2,7.3,7.2,6.4,7.9,4.8,7.9
65,Guatemala,2008-01-01,66th,80.6,7.3,6.0,6.9,6.7,8.0,6.7,7.2,6.6,7.1,6.8,6.0,5.3
66,Maldives,2008-01-01,67th,80.4,6.3,7.6,4.9,7.1,4.9,7.0,7.6,7.1,7.7,7.7,6.5,6.0
67,China,2008-01-01,68th,80.3,5.2,7.0,7.8,4.0,9.0,6.3,8.3,6.6,8.9,8.8,5.1,3.3
68,Ecuador,2008-01-01,68th,80.3,6.7,7.9,6.5,5.9,7.8,7.3,7.1,6.8,6.4,6.2,6.0,5.7
69,Serbia  ,2008-01-01,70th,80.1,6.3,8.0,7.9,6.5,7.5,5.5,7.4,5.0,6.1,6.0,7.3,6.6
70,Djibouti,2008-01-01,71st,80.0,6.5,6.9,5.5,7.1,6.2,5.2,7.4,7.3,6.2,7.7,6.4,7.6
71,Swaziland,2008-01-01,71st,80.0,6.5,6.9,4.0,7.8,6.1,5.5,8.5,7.5,7.5,8.8,4.0,6.9
72,Russia,2008-01-01,73rd,79.7,7.0,8.0,7.5,3.7,7.9,6.5,7.9,5.9,8.7,7.0,5.4,4.2
73,Comoros,2008-01-01,74th,79.6,7.0,6.7,5.3,7.3,6.1,6.0,8.1,8.5,6.9,6.7,3.6,7.4
74,Tanzania,2008-01-01,75th,79.1,5.7,5.8,6.4,7.2,6.9,6.0,6.3,7.6,5.8,7.4,7.0,7.0
75,Cuba,2008-01-01,76th,78.6,7.7,7.0,5.5,6.1,7.2,6.8,7.6,4.0,7.8,6.5,4.7,7.7
76,Dominican Republic,2008-01-01,77th,78.4,6.1,7.0,6.1,5.6,8.1,8.3,5.8,6.9,7.0,6.5,5.4,5.6
77,Sao Tome and Principe,2008-01-01,78th,78.3,5.8,6.2,5.1,8.3,6.1,7.4,7.4,7.9,5.3,7.9,4.5,6.4
78,Venezuela,2008-01-01,79th,77.9,6.6,7.5,6.8,4.6,8.0,6.9,7.1,6.3,7.4,6.5,5.0,5.2
79,Algeria,2008-01-01,80th,77.8,6.7,6.2,7.2,4.0,7.3,5.9,7.5,6.8,7.6,6.1,6.8,5.7
80,Peru,2008-01-01,81st,77.5,7.4,7.0,6.9,5.7,8.1,7.5,6.4,6.4,5.5,6.9,4.2,5.5
81,Jordan,2008-01-01,82nd,77.3,6.0,6.5,6.5,6.6,7.5,4.7,6.0,5.6,6.7,6.7,7.8,6.7
82,Gambia,2008-01-01,83rd,76.9,5.8,5.9,4.2,7.5,7.0,6.0,7.9,6.6,6.8,6.9,5.8,6.5
83,Saudi Arabia,2008-01-01,83rd,76.9,7.3,7.7,7.7,2.3,7.0,3.4,8.8,4.3,9.1,6.3,6.2,6.8
84,Mozambique,2008-01-01,85th,76.8,5.8,5.6,4.7,7.4,7.2,7.8,7.3,8.0,7.0,7.8,2.2,6.0
85,Madagascar,2008-01-01,86th,76.7,5.8,7.0,5.1,7.4,7.2,5.0,6.0,8.7,6.0,8.5,2.5,7.5
86,Fiji,2008-01-01,87th,76.6,7.0,8.2,7.5,5.9,7.5,6.0,8.7,4.4,5.9,5.9,4.0,5.6
87,Morocco,2008-01-01,88th,75.8,5.1,5.7,6.8,6.6,7.6,6.2,7.3,6.0,6.6,6.6,7.1,4.2
88,Mali,2008-01-01,89th,75.6,5.9,3.7,6.1,8.5,6.6,7.4,4.7,8.6,4.6,8.5,4.4,6.6
89,Thailand,2008-01-01,89th,75.6,7.0,7.7,7.7,3.6,7.5,4.4,7.7,5.5,6.2,6.8,6.0,5.5
90,El Salvador,2008-01-01,91st,75.5,6.3,3.9,6.0,6.0,7.6,7.0,7.0,6.5,7.0,7.4,5.6,5.2
91,Turkey,2008-01-01,92nd,75.4,6.7,7.5,7.6,4.6,8.2,5.0,6.0,5.2,5.5,6.7,6.2,6.2
92,Gabon,2008-01-01,93rd,75.0,5.6,7.2,3.0,5.2,8.1,6.0,7.5,7.0,6.5,6.9,6.2,5.8
93,Honduras,2008-01-01,94th,74.9,6.2,6.3,5.3,7.2,8.7,6.5,7.4,6.6,6.1,7.2,2.0,5.4
94,Macedonia,2008-01-01,95th,74.6,5.8,6.6,7.4,6.0,7.4,7.0,7.6,5.1,5.3,5.4,4.6,6.4
95,Vietnam,2008-01-01,95th,74.6,6.4,6.9,5.3,6.1,6.2,6.0,7.2,6.0,7.0,6.6,5.0,5.9
96,Micronesia,2008-01-01,97th,74.0,5.7,5.4,5.0,6.6,7.3,8.6,6.9,7.2,2.5,7.7,2.9,8.2
97,India,2008-01-01,98th,72.9,6.6,6.0,7.0,4.6,8.9,6.9,4.8,6.7,6.0,8.0,3.2,4.2
98,Namibia,2008-01-01,98th,72.9,5.5,3.2,5.4,6.0,8.9,7.6,4.7,7.1,6.0,7.2,5.0,6.3
99,Benin,2008-01-01,100th,72.8,5.2,3.8,4.0,7.0,7.4,6.7,6.7,8.1,5.2,6.9,5.2,6.6
100,Kazakhstan,2008-01-01,101st,72.4,6.5,7.8,5.2,6.0,6.5,4.0,7.7,5.5,6.8,6.2,3.6,6.6
101,Samoa,2008-01-01,101st,72.4,6.3,5.4,5.0,6.1,6.9,8.2,6.7,4.8,4.6,6.8,3.2,8.4
102,Suriname,2008-01-01,101st,72.4,6.0,5.4,6.1,6.2,8.3,6.7,6.4,4.9,6.0,6.5,3.9,6.0
103,Paraguay,2008-01-01,104th,72.3,5.0,7.7,6.2,6.2,7.7,6.0,8.3,6.0,7.1,6.6,1.3,4.2
104,Guyana,2008-01-01,105th,72.2,6.7,5.1,5.7,6.4,7.8,7.9,6.4,5.7,5.4,6.3,3.6,5.2
105,Mexico,2008-01-01,105th,72.2,5.8,4.8,5.8,6.0,8.4,7.0,6.1,5.7,5.1,7.0,4.0,6.5
106,Senegal,2008-01-01,107th,70.9,6.0,4.0,6.0,6.0,7.1,5.1,5.7,7.0,6.0,7.0,5.5,5.5
107,Ukraine,2008-01-01,108th,70.8,3.0,7.9,7.2,5.0,6.7,7.3,7.3,4.5,5.9,6.5,3.2,6.3
108,Armenia,2008-01-01,109th,70.7,4.5,6.0,5.0,5.6,6.0,6.7,6.5,6.0,5.5,5.8,7.5,5.6
109,Belize,2008-01-01,110th,70.2,5.7,5.0,5.2,5.8,7.6,6.9,6.5,5.7,3.8,6.8,5.5,5.7
110,Libya,2008-01-01,111th,70.0,5.6,7.0,5.6,5.3,7.3,4.0,7.4,4.5,8.1,6.2,4.0,5.0
111,Albania,2008-01-01,112th,69.7,5.5,5.7,5.4,6.3,6.1,7.5,7.2,5.9,5.4,6.2,2.7,5.8
112,Cyprus,2008-01-01,112th,69.7,5.0,8.4,8.3,4.2,7.5,5.2,5.5,3.8,3.5,4.9,4.2,9.2
113,Seychelles,2008-01-01,114th,69.5,6.0,6.5,5.4,3.9,6.8,4.7,7.6,4.1,6.3,6.7,4.8,6.7
114,Grenada,2008-01-01,115th,69.0,5.4,5.7,4.9,5.8,7.1,7.9,6.5,4.1,4.9,5.7,3.0,8.0
115,Brunei Darussalam,2008-01-01,116th,68.5,6.3,7.4,6.7,3.2,7.4,4.2,7.7,3.3,6.8,5.9,4.9,4.7
116,Brazil,2008-01-01,117th,67.6,7.1,4.9,6.1,3.7,8.8,5.0,6.2,6.0,5.6,6.3,3.3,4.6
117,Malaysia,2008-01-01,118th,67.2,6.3,5.7,5.9,4.2,6.9,3.6,5.9,5.1,6.5,6.3,5.0,5.8
118,Trinidad and Tobago,2008-01-01,119th,67.0,5.7,5.9,5.2,4.0,7.7,6.7,6.4,5.5,5.4,5.5,3.6,5.4
119,Botswana,2008-01-01,120th,65.9,3.9,2.8,3.4,5.3,6.9,6.0,5.4,6.2,4.8,9.2,6.0,6.0
120,Jamaica,2008-01-01,121st,65.7,5.6,4.0,4.3,6.0,6.5,6.5,6.9,6.0,5.4,6.1,2.4,6.0
121,Tunisia,2008-01-01,122nd,65.6,5.9,6.2,5.1,4.3,7.2,5.1,6.6,5.9,7.3,5.6,3.4,3.0
122,Ghana,2008-01-01,123rd,64.6,2.4,3.9,5.1,5.0,6.8,8.0,5.5,6.9,4.5,6.8,5.0,4.7
123,Antigua and Barbuda,2008-01-01,124th,64.1,5.2,4.6,4.9,4.6,6.9,7.9,6.0,4.9,5.5,4.9,3.3,5.4
124,South Africa,2008-01-01,125th,62.7,3.9,4.4,4.9,4.2,8.5,4.0,5.0,5.7,4.2,8.4,7.0,2.5
125,Kuwait,2008-01-01,126th,62.0,5.1,6.9,4.7,2.9,6.1,4.1,6.7,3.3,7.0,5.5,4.4,5.3
126,Bahamas,2008-01-01,127th,60.5,5.4,5.3,5.3,3.7,7.2,5.4,5.9,4.3,3.0,6.2,3.6,5.2
127,Romania,2008-01-01,128th,59.9,3.4,4.7,5.2,5.2,6.1,5.2,5.9,5.2,4.8,5.3,3.5,5.4
128,Croatia,2008-01-01,129th,59.4,3.9,3.9,5.7,5.3,5.5,5.0,4.4,4.1,4.5,5.1,6.3,5.7
129,Panama,2008-01-01,130th,58.6,5.0,2.9,4.4,5.6,7.5,5.0,4.6,5.4,4.7,6.4,3.1,4.0
130,Barbados,2008-01-01,131st,58.5,5.3,4.8,5.5,5.0,7.0,6.9,5.9,2.6,3.0,4.1,3.3,5.1
131,Bulgaria,2008-01-01,131st,58.5,5.2,3.9,4.0,4.3,6.0,5.7,5.4,4.6,4.7,5.1,4.1,5.5
132,Mongolia,2008-01-01,133rd,57.8,4.8,4.7,4.1,5.5,5.4,2.1,6.0,5.3,6.2,5.8,1.0,6.9
133,Bahrain,2008-01-01,134th,56.8,3.7,6.0,6.0,3.3,5.0,3.7,7.0,3.4,4.7,5.3,3.1,5.6
134,Montenegro,2008-01-01,135th,55.8,4.6,6.0,6.1,4.0,4.3,2.5,4.3,3.6,5.6,5.4,4.1,5.3
135,Latvia,2008-01-01,136th,54.5,3.0,4.4,4.6,5.0,6.0,5.0,4.7,4.2,3.8,4.9,4.9,4.0
136,Qatar,2008-01-01,137th,52.7,2.3,4.9,5.3,4.6,5.0,3.3,6.8,2.6,5.0,4.7,3.3,4.9
137,United Arab Emirates,2008-01-01,138th,51.2,1.9,3.8,4.3,2.6,5.5,3.4,7.0,3.9,5.9,5.0,3.6,4.3
138,Estonia,2008-01-01,139th,51.0,2.6,5.7,5.1,3.7,4.9,4.0,4.8,3.8,3.5,4.8,4.8,3.3
139,Costa Rica,2008-01-01,140th,50.9,2.2,3.3,4.0,4.6,6.6,4.8,4.1,3.5,3.5,5.6,4.2,4.5
140,Hungary,2008-01-01,140th,50.9,1.9,5.3,3.4,4.3,6.1,5.0,5.7,3.8,4.0,3.7,3.4,4.3
141,Slovak Republic,2008-01-01,142nd,48.8,2.0,4.2,4.2,4.2,6.2,5.3,4.0,4.1,4.3,4.3,1.8,4.2
142,Lithuania,2008-01-01,143rd,48.7,2.0,3.0,3.9,4.5,6.2,5.4,4.4,3.5,3.5,4.9,3.1,4.3
143,Malta,2008-01-01,144th,48.3,4.3,1.6,3.9,3.5,4.5,4.6,4.3,3.4,3.5,3.8,6.1,4.8
144,Poland,2008-01-01,145th,47.6,2.0,3.3,3.2,4.3,4.8,6.4,4.2,3.8,3.8,4.8,3.0,4.0
145,Oman,2008-01-01,146th,47.4,5.3,6.9,3.0,3.9,2.0,1.1,6.3,4.4,6.6,4.6,1.3,2.0
146,Greece,2008-01-01,147th,45.4,3.1,1.6,4.3,3.7,5.0,5.0,4.0,3.6,3.9,4.9,2.6,3.7
147,Mauritius,2008-01-01,148th,42.4,3.5,3.0,3.5,3.8,5.9,2.1,5.1,4.1,3.9,3.6,1.1,2.8
148,Czech Republic,2008-01-01,149th,42.1,2.0,3.5,3.2,3.4,3.9,4.8,3.7,3.8,3.5,3.8,3.1,3.4
149,Spain,2008-01-01,150th,41.6,5.2,5.6,6.2,3.4,5.0,1.6,1.4,2.4,2.8,3.9,2.1,2.0
150,Argentina,2008-01-01,151st,41.4,1.9,2.7,4.0,4.5,5.2,4.0,3.4,3.9,3.7,3.8,1.5,2.8
151,Uruguay,2008-01-01,151st,41.4,3.0,2.3,2.0,3.7,5.1,5.9,2.9,4.0,2.5,5.1,1.1,3.8
152,South Korea,2008-01-01,153rd,40.6,1.0,3.3,4.0,1.6,2.4,5.3,3.9,2.0,2.7,4.0,3.9,6.5
153,Italy,2008-01-01,154th,39.9,3.7,3.3,4.0,3.8,4.5,3.0,3.8,2.5,2.1,3.7,3.5,2.0
154,Germany,2008-01-01,155th,37.3,2.5,1.8,4.9,2.8,5.3,2.8,2.3,1.9,2.7,3.9,4.3,2.1
155,Slovenia,2008-01-01,156th,37.1,3.0,1.1,3.4,3.0,5.2,3.5,3.2,3.5,3.5,4.0,1.7,2.0
156,Chile,2008-01-01,157th,36.3,2.0,1.5,3.9,3.7,4.6,2.1,2.0,3.8,3.9,3.8,2.0,3.0
157,France,2008-01-01,158th,34.8,1.0,1.8,6.0,3.0,5.5,2.0,1.7,1.4,3.2,4.1,3.1,2.0
158,Singapore,2008-01-01,159th,33.3,1.0,4.0,3.0,3.1,2.9,2.7,4.0,1.5,4.3,2.9,1.1,2.8
159,United Kingdom,2008-01-01,160th,32.9,3.0,2.7,4.5,1.7,4.5,2.0,2.0,1.8,2.6,3.0,3.0,2.1
160,United States,2008-01-01,161st,32.8,1.3,2.0,3.2,2.3,5.5,1.0,3.0,1.8,4.2,3.5,4.0,1.0
161,Portugal,2008-01-01,162nd,31.8,1.0,1.3,2.5,3.8,3.6,2.1,1.5,4.0,3.5,4.3,1.0,3.2
162,Japan,2008-01-01,163rd,29.7,2.0,1.7,3.8,2.3,2.5,2.0,1.8,1.2,3.4,4.3,1.1,3.6
163,Belgium,2008-01-01,164th,29.0,1.6,3.0,4.7,2.5,4.6,1.1,1.8,1.4,1.5,3.2,1.6,2.0
164,Luxembourg,2008-01-01,165th,27.9,2.0,3.0,3.7,1.8,2.5,1.2,3.3,2.6,1.6,2.1,1.8,2.3
165,Netherlands,2008-01-01,166th,27.3,1.0,1.0,4.9,2.0,3.7,2.2,1.3,1.4,1.4,3.4,3.0,2.0
166,Canada,2008-01-01,167th,26.3,1.0,1.8,3.0,1.5,5.0,2.1,1.5,1.2,2.0,3.3,2.4,1.5
167,Austria,2008-01-01,168th,25.9,1.0,2.0,3.5,1.9,4.9,1.1,1.3,1.4,1.5,2.8,2.2,2.3
168,Australia,2008-01-01,169th,24.6,0.9,1.5,3.5,2.3,4.4,1.1,1.0,1.4,2.5,2.9,2.0,1.1
169,Denmark,2008-01-01,170th,21.5,1.0,1.0,2.5,2.1,1.9,2.0,1.0,1.4,1.5,3.2,1.9,2.0
170,New Zealand,2008-01-01,171st,21.4,1.0,1.0,2.9,3.0,4.0,2.1,1.1,1.4,1.5,1.1,1.2,1.1
171,Iceland,2008-01-01,172nd,20.9,1.0,0.8,1.0,3.0,2.8,3.2,1.3,1.3,2.1,1.0,0.9,2.5
172,Switzerland,2008-01-01,173rd,20.3,1.0,1.0,2.6,1.5,2.6,2.0,1.0,1.4,1.7,2.9,1.7,0.9
173,Ireland,2008-01-01,174th,19.9,1.0,1.0,1.0,2.0,3.0,2.0,1.5,2.0,1.5,1.9,1.5,1.5
174,Sweden,2008-01-01,175th,19.8,0.9,1.0,1.3,1.2,2.1,2.0,1.0,1.2,1.4,3.2,3.0,1.5
175,Finland,2008-01-01,176th,18.4,0.9,0.7,1.0,2.0,1.9,2.1,0.9,1.2,1.5,2.6,1.6,2.0
176,Norway,2008-01-01,177th,16.8,1.0,1.0,1.0,1.8,2.0,1.1,1.0,1.3,1.5,2.0,1.6,1.5
