,Crime,District,Neighborhood,ILEADSStreet,CADStreet,Lon,Lat
10421,64701,4,35,SPRUCE ST,SPRUCE,-90.19737455099994,38.623408580000046
10422,266999,4,60,BENTON ST,BENTON,-90.20275283399997,38.64848708300008
10423,142320,4,60,BENTON ST,BENTON,-90.20275283399997,38.64848708300008
10424,64701,4,37,LOCUST ST,LOCUST,-90.21857243099998,38.63540898100007
10425,44015,5,58,FINNEY AVE,FINNEY,-90.24068359599994,38.64895350200004
10426,265321,1,16,ITASKA ST,ITASKA,-90.25292986099998,38.577140471000064
10427,266510,4,35,N 6TH ST,6TH,-90.19012786399998,38.62674238100004
10428,250000,4,64,N 9TH ST / SALISBURY ST,,-90.19672975899994,38.66212976000003
10429,51122,6,56,LEXINGTON AVE,LEXINGTON,-90.23964473299998,38.669350533000056
10430,264100,5,38,WESTMINSTER PL,WESTMINSTER,-90.25418131899994,38.646310870000036
10431,265321,5,54,PAGE BLVD / N TAYLOR AVE,11TH,-90.24957588499996,38.65566740400004
10432,142320,3,18,S BROADWAY,BROADWAY,-90.22580366099999,38.587377900000035
10433,229999,3,16,LOUISIANA AVE,,-90.24107301999999,38.58448825000005
10434,265321,3,16,CHIPPEWA ST,CHIPPEWA,-90.22791309099995,38.58659748400004
10435,43021,1,1,FASSEN ST,FASSEN,-90.24432612199996,38.564674886000034
10436,43015,5,57,ANNIE MALONE DR,EUCLID,-90.23887970699997,38.65625360800004
10437,241300,4,59,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.22938291999998,38.64944688300005
10438,182400,5,78,HAMILTON TER,HAMILTON,-90.28566386099999,38.669292890000065
10439,250000,5,38,LINDELL BLVD,,-90.26235566499997,38.64294479400007
10440,36311,1,5,CHIPPEWA ST,CHIPPEWA,-90.27070470299998,38.59041812800007
10441,241100,1,2,MICHIGAN AVE,MICHIGAN,-90.25907817999996,38.55070729700003
10442,265321,3,34,S TUCKER BLVD,,-90.20278262699998,38.61626107500007
10443,67701,4,36,N 15TH ST,15TH,-90.20162101799997,38.630698918000064
10444,51112,3,31,RUTGER ST,RUTGER,-90.22046135699998,38.61976176300004
10445,229999,2,29,S 39TH ST / HICKORY ST,,-90.24278611699998,38.62509612500003
10446,121000,2,8,HAMPTON AVE,HAMPTON,-90.29551755999995,38.59252081900007
10447,266999,2,8,HAMPTON AVE,HAMPTON,-90.29551755999995,38.59252081900007
10448,265321,3,30,GRAVOIS AVE / UTAH ST,OLIVE,-90.23791778999998,38.59699996000006
10449,65701,4,67,N GRAND BLVD / KOSSUTH AVE,,-90.21418293099998,38.66477682400006
10450,63701,1,1,LOUGHBOROUGH AVE,LOUGHBOROUGH,-90.26110027599998,38.556653417000064
10451,71030,6,75,LOOKAWAY DR,LOOKAWAY,-90.18465343999998,38.764167609000026
10452,182400,5,55,MARCUS AVE,,-90.25306720699996,38.66129295200005
10453,51122,6,74,ANNETTA ST,ANNETTA,-90.23702914999996,38.72070654400005
10454,229999,4,61,CASS AVE,,-90.19541327699994,38.64112563800006
10455,43013,5,38,LINDELL BLVD,FOREST PARK,-90.24577690699994,38.639949847000025
10456,31111,2,28,S VANDEVENTER AVE,MANCHESTER,-90.25486992799995,38.62270290500004
10457,69702,4,61,N JEFFERSON AVE,JEFFERSON,-90.21177061499998,38.63932457200008
10458,64701,2,8,HAMPTON AVE,,-90.29551755999995,38.59252081900007
10459,265321,4,59,N GRAND BLVD,GRAND,-90.22184906899997,38.65348492000004
10460,182130,5,52,NORTHLAND AVE,,-90.25769722899997,38.66882915900004
10461,265321,6,55,N KINGSHIGHWAY BLVD / NATURAL,,-90.25185885099995,38.67634343200007
10462,65701,5,38,DELMAR BLVD,,-90.26223344199997,38.65121798300004
10463,266510,4,60,N MARKET ST,MARKET,-90.21069471899995,38.64908088800007
10464,63701,2,7,HAMPTON VILLAGE PLZ,,-90.29231611299997,38.59204562600007
10465,266999,2,7,HAMPTON VILLAGE PLZ,HAMPTON VILLAGE,-90.29231611299997,38.59204562600007
10466,250000,4,35,WASHINGTON AVE,,-90.19448510999996,38.63098255400007
10467,182999,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27087179899996,38.600589408000076
10468,266999,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27087179899996,38.600589408000076
10469,142320,3,20,RUSSELL BLVD,RUSSELL,-90.19952083299995,38.60489284400006
10470,91113,3,31,S GRAND BLVD / VISTA AVE,,-90.23792794099995,38.622300979000045
10471,63701,2,8,HAMPTON AVE,HAMPTON,-90.29551755999995,38.59252081900007
10472,266999,2,8,HAMPTON AVE,HAMPTON,-90.29551755999995,38.59252081900007
10473,65701,5,55,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26015353899999,38.664212865000025
10474,51312,4,65,N 11TH ST,11TH,-90.20041621199994,38.665733645000046
10475,65701,6,74,HALL ST,HALL,-90.22542733499995,38.703688363000026
10476,51322,3,33,S 14TH ST,14TH,-90.20516806499995,38.61689318100008
10477,241100,6,70,UNION BLVD,UNION,-90.25821510199995,38.67928661900004
10478,266510,3,20,S 7TH ST,7TH,-90.20274610799999,38.60696052900005
10479,67601,5,38,S TAYLOR AVE,WEST PINE,-90.25898301599995,38.63475506200007
10480,65601,2,41,MANCHESTER AVE,MANCHESTER,-90.28058781699997,38.62330039700004
10481,142320,5,52,ST LOUIS AVE,ST LOUIS,-90.25586368299997,38.67201883000007
10482,265321,1,17,S BROADWAY / OSCEOLA ST,,-90.23339309299996,38.57611757400008
10483,51312,6,72,PLOVER AVE,PLOVER,-90.24966320599998,38.69937680000004
10484,91113,3,30,TEXAS AVE,,-90.22647480499995,38.595738105000066
10485,266510,2,87,SHAW BLVD,SHAW,-90.25711675799994,38.61678737500006
10486,31421,3,30,OHIO AVE,GRAVOIS,-90.22689381899994,38.59605761100005
10487,265321,5,58,PAGE BLVD / WHITTIER ST,,-90.24026671099995,38.65162709400005
10488,265321,3,23,MCNAIR AVE / RUSSELL BLVD,RUSSELL,-90.21700384199994,38.61016193300003
10489,183130,5,52,PAULIAN PL,PAULIAN,-90.26534095699998,38.665450806000024
10490,69702,2,9,HAMPTON AVE,HAMPTON,-90.29199924299996,38.603885545000026
10491,52312,5,57,COTTAGE AVE,COTTAGE,-90.23854922999999,38.65988570500008
10492,51211,1,17,MINNESOTA AVE,MINNESOTA,-90.23873691599994,38.57595113700006
10493,265321,5,38,FOREST PARK AVE,FOREST PARK,-90.25728222599997,38.638409109000065
10494,266510,3,16,S GRAND BLVD,GRAND,-90.24451468999996,38.58530037300005
10495,63701,4,35,WASHINGTON AVE,WASHINGTON,-90.19282054899998,38.63139008300004
10496,41011,5,53,AUBERT AVE / FOUNTAIN AVE,,-90.26131703199997,38.655551908000064
10497,71013,2,27,S 39TH ST,39TH,-90.24517610399994,38.61473274100007
10498,71013,2,27,S 39TH ST,39TH,-90.24517610399994,38.61473274100007
10499,182999,1,17,BROADWAY / OHIO ST,,-90.23182201899994,38.574642708000056
10500,32112,6,73,PARK LN,PARK,-90.24839138799996,38.712636693000036
10501,31111,3,22,S JEFFERSON AVE / WYOMING ST,,-90.22438671399999,38.59717756800006
10502,51322,2,15,GRAVOIS AVE,GRAVOIS,-90.25524159299994,38.590065537000044
10503,31111,6,70,UNION BLVD,UNION,-90.25370193599997,38.683742030000076
10504,266999,1,1,IDAHO AVE,IDAHO,-90.26069854799994,38.55430672600005
10505,63701,3,20,RUSSELL BLVD,RUSSELL,-90.20327859899999,38.60614359300007
10506,52322,1,16,MERAMEC ST,MERAMEC,-90.24850060099999,38.58336213300004
10507,71040,5,48,ENRIGHT AVE,ENRIGHT,-90.28186511399997,38.65493850300004
10508,91113,3,25,S GRAND BLVD,,-90.24346327099994,38.59310478000003
10509,229999,4,35,WASHINGTON AVE,WASHINGTON,-90.19202164399996,38.630418674000055
10510,31421,3,19,CHEROKEE ST,CHEROKEE,-90.22820799499999,38.593377891000046
10511,71013,6,73,NORTH POINTE BLVD,NORTH POINTE,-90.24666668499998,38.710568066000064
10512,64701,1,1,WILMINGTON AVE,WILMINGTON,-90.25045095599995,38.56252841100007
10513,241100,1,16,VIRGINIA AVE,VIRGINIA,-90.24088135599999,38.58019042500007
10514,69702,1,4,WANDA AVE,WANDA,-90.27731224399997,38.57006668200006
10515,142320,1,2,MINNESOTA AVE,MINNESOTA,-90.26505206999997,38.543728773000055
10516,265321,1,5,MERAMEC ST,,-90.26088508699996,38.58982457600007
10517,71013,3,30,VIRGINIA AVE,VIRGINIA,-90.23724774899995,38.59747350400005
10518,67601,2,39,MANCHESTER AVE,MANCHESTER,-90.25128448499999,38.62800320800005
10519,265321,2,15,S GRAND BLVD,,-90.24261216799994,38.60256265800007
10520,64601,4,35,WASHINGTON AVE,WASHINGTON,-90.19556533199994,38.63183111200004
10521,69702,3,26,ALLEN AVE,ALLEN,-90.22892396299994,38.61325735400004
10522,41011,2,10,SOUTHWEST AVE,COLLETTA,-90.30370480099998,38.61268451400008
10523,265321,1,1,TENNESSEE AVE,TENNESSEE,-90.25057186499998,38.57075251500004
10524,91114,3,21,MENARD ST,MENARD,-90.20841211199996,38.604552873000046
10525,91113,3,21,MENARD ST,MENARD,-90.20841211199996,38.604552873000046
10526,91113,3,21,MENARD ST,MENARD,-90.20841211199996,38.604552873000046
10527,91123,3,21,MENARD ST,MENARD,-90.20841211199996,38.604552873000046
10528,91303,4,35,SPRUCE ST,SPRUCE,-90.19444156699996,38.62326091600005
10529,91113,4,35,SPRUCE ST,SPRUCE,-90.19444156699996,38.62326091600005
10530,91303,4,35,SPRUCE ST,SPRUCE,-90.19444156699996,38.62326091600005
10531,91303,4,35,SPRUCE ST,SPRUCE,-90.19444156699996,38.62326091600005
10532,91113,4,62,N 8TH ST,8TH,-90.18965983799995,38.636327136000034
10533,91303,4,35,SPRUCE ST,SPRUCE,-90.19444156699996,38.62326091600005
10534,65701,4,63,N MARKET ST,MARKET,-90.19719891099999,38.64802251000003
10535,92000,1,16,S GRAND BLVD,GRAND,-90.24578968699996,38.57820928000007
10536,265321,5,50,GOODFELLOW BLVD,,-90.27325613299996,38.68104666200003
10537,91114,1,16,PULASKI ST,PULASKI,-90.24259179399996,38.57220569500004
10538,64601,1,5,STEFFENS AVE,STEFFENS,-90.25999696299994,38.58114832700005
10539,265321,2,44,MCCAUSLAND AVE / WISE AVE,,-90.30658803499995,38.62919782900008
10540,91123,4,77,N GRAND BLVD,GRAND,-90.23085042799994,38.640649618000054
10541,91123,4,77,N GRAND BLVD,GRAND,-90.23085042799994,38.640649618000054
10542,265321,6,69,N KINGSHIGHWAY BLVD,,-90.25048834199998,38.67750477800007
10543,142320,3,19,CALIFORNIA AVE,CALIFORNIA,-90.22980395299999,38.59324978200004
10544,265321,1,6,ROSA AVE,ROSA,-90.28471803199994,38.580479715000024
10545,265321,4,66,E GRAND AVE / I 70 EASTBOUND,TUCKER,-90.20447493599994,38.672932736000064
10546,91113,4,63,N 14TH ST,SALISBURY,-90.19619625999997,38.64781396700005
10547,91114,1,16,KINGSLAND CT,KINGSLAND,-90.25296097699999,38.58378352400007
10548,91113,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27234604099993,38.59349129200007
10549,91113,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27234604099993,38.59349129200007
10550,91114,5,78,RIDGE AVE,RIDGE,-90.28375659499994,38.67084905200005
10551,41011,6,75,RIVERVIEW DR,,-90.19726279599996,38.74689929200008
10552,266510,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
10553,64701,6,74,N BROADWAY,BROADWAY,-90.22806800599994,38.72314360400003
10554,65701,2,12,BISCHOFF AVE / EDWARDS ST,WILSON,-90.27512381899999,38.61478588800003
10555,229999,4,35,WASHINGTON AVE,WASHINGTON,-90.19560856399994,38.631210648000035
10556,182400,3,19,ARKANSAS AVE,ARKANSAS,-90.24238452799995,38.59253125500004
10557,265321,1,17,IOWA AVE,,-90.23149397099996,38.57960744700006
10558,31111,4,77,N GRAND BLVD,,-90.22725172199995,38.64597384800004
10559,265321,3,31,BLAINE AVE / S GRAND BLVD,,-90.23871703799995,38.619079027000055
10560,142320,3,25,VICTOR ST,VICTOR,-90.23149836799996,38.60754626600004
10561,36111,4,67,N GRAND BLVD,GRAND,-90.21275899699998,38.666151779000074
10562,265321,3,21,GRAVOIS AVE / I 55 SOUTHBOUND,,-90.21201693999996,38.608730122000054
10563,41021,6,56,LEXINGTON AVE,LEXINGTON,-90.22491842299996,38.662627808000025
10564,41021,6,56,LEXINGTON AVE,LEXINGTON,-90.22491842299996,38.662627808000025
10565,182260,1,2,STEINS ST,STEINS,-90.25876404399997,38.54802357400007
10566,65701,3,16,KEOKUK ST / VIRGINIA AVE,,-90.23954483699998,38.586154391000036
10567,69602,4,59,GREER AVE,GREER,-90.21726847399998,38.656315953000046
10568,142320,4,36,N 17TH ST,,-90.20431878599999,38.63125769700008
10569,182999,2,40,LAWN PL,LAWN,-90.26612543099998,38.628736771000035
10570,266510,3,30,GRAVOIS AVE,GRAVOIS,-90.22503866099999,38.60376110300007
10571,265321,4,77,BELL AVE / N GRAND BLVD,,-90.22936201199997,38.64234590600006
10572,67601,1,1,LOUGHBOROUGH AVE,TENNESSEE,-90.26163722999996,38.55745413300008
10573,91123,3,16,S BROADWAY,BROADWAY,-90.22911003499996,38.58163559900004
10574,51312,1,16,KEOKUK ST,KEOKUK,-90.25016208999995,38.58716607400004
10575,72113,3,18,S BROADWAY,BROADWAY,-90.22641703499994,38.585882799000046
10576,182999,2,15,GRACE AVE,,-90.24449561799997,38.59443332600006
10577,266999,4,35,ST CHARLES ST,,-90.19401769399997,38.630753422000055
10578,41013,4,65,AGNES AVE,AGNES,-90.20048963099998,38.65786132900007
10579,241100,4,35,N 11TH ST,11TH,-90.19437410099994,38.63297030700005
10580,266999,4,35,WASHINGTON AVE,,-90.18607690799996,38.62968069800007
10581,151130,1,17,S BROADWAY / CHARITON ST,,-90.23144297099998,38.57780269500006
10582,103000,1,17,MICHIGAN AVE,GRAND,-90.23998513199996,38.57242235500007
10583,65701,3,25,MICHIGAN AVE,MICHIGAN,-90.23434193699995,38.60284348300007
10584,69702,2,15,MORGANFORD RD,MORGANFORD,-90.26273260499994,38.591992136000044
10585,142320,4,59,STODDARD ST,STODDARD,-90.21639087799997,38.64015414600004
10586,65701,2,15,JUNIATA ST,JUNIATA,-90.25695468999999,38.601854668000044
10587,67701,1,5,MERAMEC ST,MERAMEC,-90.26123236399997,38.589550691000056
10588,63701,5,38,LINDELL BLVD,LINDELL,-90.24828601699994,38.64049072500006
10589,229999,2,11,HAMPTON AVE,,-90.28792177499997,38.61506240800003
10590,91123,5,50,BURD AVE,WABADA,-90.27065551599998,38.67399012200008
10591,265321,3,22,S JEFFERSON AVE,JEFFERSON,-90.22319049399994,38.60207074400006
10592,67701,5,38,DELMAR BLVD,DELMAR,-90.26223344199997,38.65121798300004
10593,64601,4,36,MARKET ST,MARKET,-90.21240636699997,38.631275111000036
10594,142320,5,78,CLARA AVE,CLARA,-90.27568386199994,38.67002655300007
10595,142320,3,22,PESTALOZZI ST,PESTALOZZI,-90.22244790999997,38.60080860200003
10596,71013,6,74,WALL ST,WALL,-90.23266294499996,38.71937862100003
10597,51122,5,50,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.27452529799996,38.669774449000045
10598,265321,3,25,S COMPTON AVE,,-90.23460072599994,38.60469208200004
10599,142320,3,19,TENNESSEE AVE,TENNESSEE,-90.24119842499994,38.591850392000026
10600,91113,3,24,SIDNEY ST,SIDNEY,-90.22911635099996,38.60686253100005
10601,229999,1,4,GRAVOIS AVE,,-90.29701776599995,38.56247068500005
10602,43013,4,62,N 9TH ST,9TH,-90.18991720299994,38.63907922400006
10603,250000,4,35,CARR ST,,-90.18525000599999,38.63401702500005
10604,266999,4,61,N TUCKER BLVD,,-90.19524492399995,38.63689649200006
10605,115200,4,59,N JEFFERSON AVE,JEFFERSON,-90.21288196399996,38.63806967600004
10606,63701,5,48,UNION BLVD,,-90.27263268399997,38.66041548600003
10607,250000,4,35,ST CHARLES ST,,-90.19505962399995,38.63097032300004
10608,65701,6,69,SHREVE AVE,SHREVE,-90.24306202999998,38.67703288000007
10609,71040,2,11,IVANHOE AVE,IVANHOE,-90.30250447299994,38.610477511000056
10610,69602,4,62,N 8TH ST,8TH,-90.18851418899999,38.63951484300003
10611,64711,3,32,RUTGER ST,RUTGER,-90.21396108999994,38.618834407000065
10612,91113,4,61,N TUCKER BLVD,TUCKER,-90.19524492399995,38.63689649200006
10613,44013,4,61,N TUCKER BLVD,TUCKER,-90.19524492399995,38.63689649200006
10614,265321,6,64,HALL ST,,-90.20276116899998,38.68298386300006
10615,63701,5,50,UNION BLVD,UNION,-90.25943246499997,38.67853675300006
10616,263199,3,16,S COMPTON AVE,COMPTON,-90.23821195199997,38.586527611000065
10617,265321,3,18,S BROADWAY,BARTON,-90.21459873899994,38.59164026900004
10618,65601,4,35,N 10TH ST,WASHINGTON,-90.19380464299996,38.63121417800005
10619,229999,3,24,GRAVOIS AVE,,-90.22343226799995,38.60508634800004
10620,142320,2,14,FYLER AVE,FYLER,-90.28529216899994,38.60101216800007
10621,51221,4,67,PECK ST,PECK,-90.21284586099995,38.66395801600004
10622,265321,1,4,MORGANFORD RD,GRAVOIS,-90.28141995099998,38.561761054000044
10623,91123,4,77,ENRIGHT AVE,ENRIGHT,-90.23521283699995,38.643605939000054
10624,43013,4,77,ENRIGHT AVE,ENRIGHT,-90.23521283699995,38.643605939000054
10625,265321,3,16,KEOKUK ST,KEOKUK,-90.24212155099997,38.58594042100003
10626,41011,3,19,S GRAND BLVD,,-90.24398006899997,38.59034075200003
10627,63701,2,9,WATSON RD,WATSON,-90.30014466299997,38.60012133200007
10628,142320,2,15,WYOMING ST,WYOMING,-90.26326601799997,38.60066763100008
10629,65701,3,30,GRAVOIS AVE,GRAVOIS,-90.24126049599994,38.59424773200004
10630,64701,5,38,WESTMINSTER PL,WESTMINSTER,-90.24244198599996,38.641153501000076
10631,51322,3,16,GASCONADE ST,GASCONADE,-90.24368615799995,38.58247298800006
10632,65701,1,5,GRAVOIS AVE,GRAVOIS,-90.26261628699996,38.58449548200008
10633,31111,1,17,NEBRASKA AVE,NEBRASKA,-90.23695275499995,38.57024408500007
10634,183130,6,69,SAN FRANCISCO AVE,SAN FRANCISCO,-90.23590525299994,38.67072883000003
10635,151110,4,66,BLAIR AVE / E GRAND BLVD,,-90.20661592199997,38.67152948000006
10636,31111,4,60,RAUSCHENBACH AVE,RAUSCHENBACH,-90.20513015799997,38.65093146600003
10637,64711,2,41,OAKLAND AVE,,-90.28316153199995,38.629714181000054
10638,66601,4,35,CHESTNUT ST,CHESTNUT,-90.18771674599998,38.62617580300008
10639,265321,5,78,DR MARTIN LUTHER KING DR / GOO,,-90.27942190899995,38.67205190100003
10640,41021,5,57,SAINT LOUIS AVE,,-90.23351477099999,38.66117041100006
10641,41014,5,57,SAINT LOUIS AVE,,-90.23351477099999,38.66117041100006
10642,41014,5,57,SAINT LOUIS AVE,,-90.23351477099999,38.66117041100006
10643,41024,5,57,SAINT LOUIS AVE,,-90.23351477099999,38.66117041100006
10644,41024,5,57,SAINT LOUIS AVE,,-90.23351477099999,38.66117041100006
10645,72113,2,29,BLAINE AVE,BLAINE,-90.24055702899994,38.61888816100003
10646,71040,5,46,DEGIVERVILLE AVE,DEGIVERVILLE,-90.28847153399994,38.64963729600004
10647,142320,6,56,ASHLAND AVE,ASHLAND,-90.24160110899999,38.66890454300005
10648,64711,5,38,MARYLAND AVE,MARYLAND,-90.25193272399997,38.642343770000025
10649,71030,1,5,CHIPPEWA ST,,-90.27268035399999,38.59099588300006
10650,142320,3,19,IOWA AVE,IOWA,-90.22857083199995,38.59402677500003
10651,31112,1,7,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27385320099995,38.591308447000074
10652,91114,6,71,GERALDINE AVE,,-90.24787125799998,38.689394384000025
10653,266510,4,36,N 15TH ST,14TH,-90.20158377199994,38.630816898000035
10654,31111,2,15,BENT AVE / WYOMING ST,HUMPHREY,-90.25832103399995,38.60053395700004
10655,71030,6,70,DARDENNE DR,DARDENNE,-90.27365583099999,38.691168806000064
10656,51312,1,16,LIERMANN AVE,LIERMANN,-90.24667142199996,38.584722922000026
10657,265321,1,5,S KINGSHIGHWAY BLVD,,-90.27481822499999,38.58826231300003
10658,182999,4,63,ST LOUIS AVE,,-90.19657728899995,38.65136816100005
10659,64701,4,35,N TUCKER BLVD / WASHINGTON AVE,,-90.19669285699996,38.63192740100004
10660,64601,5,38,LINDELL BLVD,LINDELL,-90.26101608799996,38.64262628600005
10661,52330,1,17,MOUNT PLEASANT ST,MOUNT PLEASANT,-90.23651090299995,38.572853663000046
10662,64701,5,38,MCPHERSON AVE / N NEWSTEAD AVE,,-90.25314375699998,38.645009868000045
10663,67701,1,16,VERMONT AVE,VERMONT,-90.24522358499996,38.56912802700003
10664,83000,6,56,LEXINGTON AVE,,-90.23310031799997,38.667248897000036
10665,211000,5,38,LACLEDE AVE,LACLEDE,-90.24287395999994,38.63676373200008
10666,265321,3,21,MENARD ST,MENARD,-90.20814819499998,38.606641868000054
10667,41013,2,39,MANCHESTER AVE,MANCHESTER,-90.25110908199997,38.62801107300004
10668,266999,2,39,MANCHESTER AVE,MANCHESTER,-90.25110908199997,38.62801107300004
10669,142320,6,69,STEINLAGE DR,STEINLAGE,-90.23305976299997,38.68137645500008
10670,65701,3,26,GEYER AVE,GEYER,-90.22902042899995,38.613663975000065
10671,41011,6,71,HARNEY AVE / N KINGSHIGHWAY BL,,-90.23891010699998,38.69002275200006
10672,71013,1,1,VERMONT AVE,VERMONT,-90.25438775099997,38.557340844000066
10673,266510,4,36,S 14TH ST,14TH,-90.20137717399996,38.62745536700004
10674,65701,6,74,CANAAN AVE,CANAAN,-90.23093961099994,38.72010781700004
10675,64701,6,71,CLAXTON AVE,CLAXTON,-90.25003649499996,38.689780711000026
10676,266510,4,36,N 17TH ST,17TH,-90.20431027199999,38.63128513500004
10677,71030,5,51,CLARENDON AVE,,-90.27019469799995,38.65465804300004
10678,265321,4,60,N 13TH ST,13TH,-90.19394212399999,38.641445816000044
10679,51130,1,1,BOWEN ST,BOWEN,-90.25101516199999,38.56067993900007
10680,65701,4,35,N BROADWAY / LUCAS AVE,,-90.18776485999996,38.63090165700004
10681,65701,2,15,GRAVOIS AVE,GRAVOIS,-90.25216193999995,38.59141829600003
10682,63701,5,50,UNION BLVD,UNION,-90.25943246499997,38.67853675300006
10683,266999,2,14,HEREFORD ST,HEREFORD,-90.27667397099998,38.59184932100004
10684,67701,2,27,S GRAND BLVD,GRAND,-90.24046170899999,38.61319015200007
10685,266999,2,14,HEREFORD ST,HEREFORD,-90.27667397099998,38.59184932100004
10686,151110,2,14,HEREFORD ST,HEREFORD,-90.27667397099998,38.59184932100004
10687,266999,2,15,HUMPHREY ST,HUMPHREY,-90.26359126399996,38.59986922200005
10688,265321,6,72,WOODLAND AVE,WOODLAND,-90.25855428399996,38.69698185800007
10689,41013,4,36,N 17TH ST / PINE ST,,-90.20455272599997,38.63055258700007
10690,64701,5,53,PAGE BLVD,PAGE,-90.25740196699996,38.65938263400005
10691,182400,3,25,HARTFORD ST,HARTFORD,-90.23566237899996,38.60127580000005
10692,130000,3,19,TENNESSEE AVE,TENNESSEE,-90.24031247199997,38.59342185100007
10693,64601,4,64,N BROADWAY / MCKINLEY BRG,,-90.19579586099997,38.66317352300007
10694,91113,5,78,UNION BLVD,,-90.27004735499997,38.66372199500006
10695,182130,5,55,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.25498047699995,38.66128050000003
10696,229999,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
10697,63701,2,15,GRAVOIS AVE,GRAVOIS,-90.24469475799998,38.59234410200003
10698,250000,4,35,N 3RD ST,WASHINGTON,-90.18537721999996,38.63030214300005
10699,182400,3,25,HARTFORD ST,HARTFORD,-90.23566237899996,38.60127580000005
10700,51112,5,56,COTTAGE AVE,COTTAGE,-90.22956446599994,38.65527137600003
10701,265321,3,21,LAFAYETTE AVE,,-90.20323601599995,38.61061934800006
10702,51112,3,16,KEOKUK ST,KEOKUK,-90.23790078999997,38.585412063000035
10703,91114,6,69,RICHARD PL,RICHARD,-90.23509039399994,38.681128450000074
10704,142310,4,35,S TUCKER BLVD,TUCKER,-90.19849513799994,38.62563292300007
10705,265321,4,59,SAINT LOUIS AVE,,-90.22116778999998,38.65506768700004
10706,64701,4,59,PALM PL,,-90.21542571599997,38.659249604000024
10707,182400,4,36,S JEFFERSON AVE,JEFFERSON,-90.21638355799996,38.62619663000004
10708,66701,5,38,N EUCLID AVE,EUCLID,-90.26186859099994,38.64422889200006
10709,265321,4,35,N BROADWAY / COLE ST,COLE,-90.18694461799998,38.63356575000006
10710,51312,1,2,MICHIGAN AVE,MICHIGAN,-90.26192039399996,38.54794243900005
10711,67701,1,6,GRAVOIS AVE,,-90.29380747099998,38.565555096000026
10712,32111,3,31,RUTGER ST,RUTGER,-90.22052788099995,38.62029737700004
10713,91113,6,74,RIVERVIEW BLVD,,-90.24031255099999,38.719387624000035
10714,265321,5,38,IKEA WAY,IKEA,-90.24267910999998,38.634860382000056
10715,265321,2,44,WISE AVE,WISE,-90.30378394699994,38.629366153000035
10716,263299,6,73,GOODFELLOW BLVD,,-90.24156389099994,38.722679957000025
10717,266510,5,38,CHILDRENS PL,CHILDRENS,-90.26560806099997,38.637333211000055
10718,250000,2,39,S KINGSHIGHWAY BLVD,,-90.26431698599998,38.63035598100004
10719,32421,1,5,ELLENWOOD AVE,ELLENWOOD,-90.26381983999994,38.58510751600005
10720,250000,2,12,HAMPTON AVE,,-90.28676572099994,38.619448300000045
10721,64701,2,15,MORGANFORD RD,MORGANFORD,-90.26143866099994,38.60047719700003
10722,67701,4,61,N TUCKER BLVD,17TH,-90.19524492399995,38.63689649200006
10723,250000,2,11,SULPHUR AVE,,-90.28772157999998,38.617319198000075
10724,91114,4,59,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.22607950699995,38.650556780000045
10725,43014,4,59,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.22607950699995,38.650556780000045
10726,265321,4,77,ENRIGHT AVE / N GRAND BLVD,PALM,-90.22997074899996,38.641259931000036
10727,91114,6,76,SHERRY AVE,SHERRY,-90.25980395299996,38.70206157900003
10728,265321,3,25,S COMPTON AVE,,-90.23514296999997,38.602070946000026
10729,65701,5,38,MCPHERSON AVE,MCPHERSON,-90.24917848099994,38.64359827200008
10730,63701,6,79,N BROADWAY,BROADWAY,-90.21851242599996,38.685189345000026
10731,43013,5,78,HAMILTON AVE,,-90.28269553099994,38.67262643000004
10732,142320,4,36,S 16TH ST / WALNUT ST,,-90.20414792199995,38.62777269500003
10733,64601,5,38,OLIVE ST,OLIVE,-90.24744029699997,38.64453638100008
10734,142320,6,67,GANO AVE,GANO,-90.21540907299999,38.667967806000036
10735,63701,3,20,S 7TH ST,7TH,-90.20271969199996,38.60700165000003
10736,265321,6,72,GENEVIEVE AVE,GENEVIEVE,-90.24739557399994,38.69833397700006
10737,265321,1,4,LOUGHBOROUGH AVE / MORGANFORD,LOUGHBOROUGH,-90.27705422299994,38.565955502000065
10738,51322,2,9,WATSON RD,WATSON,-90.29970570699999,38.60181482400003
10739,64701,1,5,FILLMORE ST,FILLMORE,-90.26837478699997,38.57194019900004
10740,91113,2,43,KRAFT ST,GLADES,-90.30135017799995,38.620792014000074
10741,91113,2,43,KRAFT ST,GLADES,-90.30135017799995,38.620792014000074
