,Crime,District,Neighborhood,ILEADSStreet,CADStreet,Lon,Lat
0,115400,1,1,MICHIGAN AVE,MICHIGAN,-90.24875893499996,38.560418371000026
1,65701,6,74,HORNSBY AVE / NEWBY ST,RIVERVIEW,-90.23538879799997,38.718992161000074
2,121000,5,38,OLIVE ST,OLIVE,-90.23945786399997,38.64184984700006
3,43025,1,16,MERAMEC ST,MERAMEC,-90.24788817199999,38.58302306500008
4,43026,2,15,CHIPPEWA ST,CHIPPEWA,-90.25267325099998,38.58954115500006
5,91124,2,15,CHIPPEWA ST,CHIPPEWA,-90.25267325099998,38.58954115500006
6,115400,3,33,S 14TH ST,JEFFERSON,-90.20506680799997,38.61717575600005
7,51322,5,52,THEODOSIA AVE,THEODOSIA,-90.26485824599996,38.66622692800007
8,121000,2,15,CHIPPEWA ST,CHIPPEWA,-90.26986184599997,38.59108099100007
9,65701,6,74,N BROADWAY,BROADWAY,-90.23000621399996,38.707718999000065
10,115400,3,19,MICHIGAN AVE,JEFFERSON,-90.23727091899997,38.588716763000036
11,262100,4,77,N GRAND BLVD,GRAND,-90.23139284799998,38.63968704900003
12,69702,1,4,ROSWELL AVE,ROSWELL,-90.26804959599997,38.55798023400007
13,266400,6,76,PARK LN,OLIVE,-90.25242525699997,38.70724964400006
14,69702,5,50,ARLINGTON AVE,ARLINGTON,-90.26819004799995,38.67134095800003
15,121000,4,36,OLIVE ST,OLIVE,-90.20605997099995,38.631786555000076
16,65701,3,31,HICKORY ST,HICKORY,-90.22282889399997,38.62165933700004
17,266999,5,55,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26015353899999,38.664212865000025
18,67701,6,69,SHREVE AVE,SHREVE,-90.24306202999998,38.67703288000007
19,67701,5,48,CATES AVE,CATES,-90.29491830399996,38.658237986000074
20,265321,6,68,POPE AVE,JEFFERSON,-90.22485580899996,38.68090986200008
21,115100,2,43,MANCHESTER AVE,MANCHESTER,-90.29709182299996,38.620801183000026
22,115400,3,25,S COMPTON AVE,JEFFERSON,-90.23449713299999,38.60516963900005
23,112010,5,46,KINGSBURY PL,KINGSBURY,-90.28525419199997,38.65130644100003
24,115100,2,29,S GRAND BLVD,GRAND,-90.23855378799999,38.62287902200006
25,266400,3,30,VIRGINIA AVE,VIRGINIA,-90.23823146699999,38.59541351100006
26,115400,1,1,TENNESSEE AVE,TENNESSEE,-90.26813428399998,38.55219247400004
27,43025,1,17,NEBRASKA AVE,NEBRASKA,-90.23534134699997,38.57787171200005
28,266999,3,30,NEBRASKA AVE,NEBRASKA,-90.23072978999994,38.600075565000054
29,266999,3,30,NEBRASKA AVE,NEBRASKA,-90.23072978999994,38.600075565000054
30,43015,3,22,SALENA ST,SALENA,-90.21777890899995,38.60062993300005
31,67701,3,18,ILLINOIS AVE,ILLINOIS,-90.22402753399996,38.58488590500008
32,117000,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
33,112010,5,38,LACLEDE AVE,LACLEDE,-90.24594007799999,38.63736629400006
34,67701,4,36,WASHINGTON AVE,WASHINGTON,-90.20229329799997,38.63260904400005
35,265321,3,26,HAWTHORNE BLVD,HAWTHORNE,-90.23079671399995,38.610073655000065
36,266999,3,18,KOSCIUSKO ST,KOSCIUSKO,-90.21702285999999,38.587049454000066
37,266999,3,18,KOSCIUSKO ST,KOSCIUSKO,-90.21871898399996,38.58596615100004
38,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22343226799995,38.60508634800004
39,266999,5,51,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26230183099995,38.65870896200005
40,266999,3,18,KOSCIUSKO ST,KOSCIUSKO,-90.21643117199994,38.58742696200005
41,115200,5,38,LINDELL BLVD,LINDELL,-90.24275613099996,38.639855374000035
42,44021,6,56,LEXINGTON AVE,LEXINGTON,-90.22528065099999,38.66278517600006
43,103000,4,35,CLARK AVE,CLARK,-90.19305105399997,38.62404535600007
44,41014,1,1,VIRGINIA AVE,VIRGINIA,-90.25032157199996,38.55999581800006
45,266999,3,16,OSAGE ST,OSAGE,-90.23992115399994,38.584345652000025
46,65701,4,59,NATURAL BRIDGE AVE / PRAIRIE A,NORTH POINTE,-90.22272966099996,38.663775920000035
47,65701,4,59,NATURAL BRIDGE AVE / PRAIRIE A,NORTH POINTE,-90.22272966099996,38.663775920000035
48,115400,5,38,WESTMORELAND PL,WESTMORELAND,-90.26948804099999,38.64547432300003
49,51312,5,46,WASHINGTON AVE,WASHINGTON,-90.29725792299996,38.65404082200007
50,117000,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
51,72113,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
52,51322,5,46,MCPHERSON AVE,MCPHERSON,-90.29598607099996,38.65169360200008
53,69602,6,56,ASHLAND AVE,ASHLAND,-90.22658174399999,38.662689372000045
54,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
55,71013,3,19,S GRAND BLVD / GRAVOIS AVE,,-90.24354403199999,38.592728763000025
56,67701,6,68,PENROSE ST,PENROSE,-90.22764754099995,38.67284071200004
57,182400,4,36,S JEFFERSON AVE,JEFFERSON,-90.21638355799996,38.62619663000004
58,51322,3,18,LEMP AVE,RUSSELL,-90.21869362299998,38.59094173100004
59,121000,2,9,HAMPTON AVE,HAMPTON,-90.29424820699995,38.59472083800006
60,103000,1,2,E DAVIS ST,DAVIS,-90.26114504499998,38.542382486000065
61,41013,5,50,HEBERT ST,HEBERT,-90.26648960399996,38.68112396200007
62,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
63,266999,4,62,N 8TH ST,8TH,-90.18995644699999,38.63549591000003
64,117000,4,35,WASHINGTON AVE,WASHINGTON,-90.19202164399996,38.630418674000055
65,182999,1,16,DELOR ST,DELOR,-90.25438079099996,38.57469496400006
66,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
67,67701,5,38,LINDELL BLVD,LINDELL,-90.26007368699999,38.64342616300007
68,266999,4,62,OFALLON ST,OFALLON,-90.18813672899995,38.63726218900007
69,65701,1,16,NEOSHO ST / S SPRING AVE,BINGHAM,-90.25321080499998,38.57865957100006
70,65701,1,16,NEOSHO ST / S SPRING AVE,BINGHAM,-90.25321080499998,38.57865957100006
71,64601,3,21,S 13TH ST,JEFFERSON,-90.21420656299995,38.60063224800007
72,265321,3,16,S COMPTON AVE,VIRGINIA,-90.23910884099996,38.58540377800006
73,266999,5,38,FOREST PARK AVE,FOREST PARK,-90.25728222599997,38.638409109000065
74,65701,5,56,KENNERLY AVE,KENNERLY,-90.24623990799995,38.664622852000036
75,266999,4,59,BACON ST,BACON,-90.22171407299999,38.65289697500003
76,266999,4,59,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.21660235899998,38.639528590000054
77,266999,3,30,OREGON AVE,OREGON,-90.22996393699998,38.598176360000025
78,266999,3,30,OREGON AVE,OREGON,-90.22996393699998,38.598176360000025
79,91113,5,46,DES PERES AVE,DELMAR,-90.29462811599996,38.65488197500008
80,266999,4,62,BIDDLE ST,BIDDLE,-90.18886410799996,38.636157522000076
81,266999,5,54,MCMILLAN AVE,MCMILLAN,-90.25339182499994,38.65384673500006
82,266999,6,56,LABADIE AVE,LABADIE,-90.24147330199997,38.665485612000055
83,266999,6,68,HARRIS AVE,HARRIS,-90.22278976399997,38.67552851700003
84,151110,5,53,BAYARD AVE,BAYARD,-90.25841274999999,38.65258036400007
85,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
86,51312,6,72,ROBIN AVE,ROBIN,-90.25282022899995,38.700015069000074
87,266999,3,18,OSAGE ST,OSAGE,-90.22633512599998,38.58211517600006
88,67701,4,35,S BROADWAY,BROADWAY,-90.18961136399997,38.624835344000076
89,266999,5,58,C D BANKS AVE,ENRIGHT,-90.24104686799996,38.64861655900006
90,43015,3,33,DILLON DR,DILLON,-90.20670386099994,38.618698367000036
91,266999,3,33,DILLON DR,DILLON,-90.20670386099994,38.618698367000036
92,266999,4,62,BIDDLE ST,BIDDLE,-90.18868397799997,38.63611859900004
93,115400,1,3,DEWEY AVE,DEWEY,-90.25507745399995,38.57267238600008
94,266999,3,33,PEABODY CT,PEABODY,-90.20601173799997,38.61736485700004
95,266999,3,33,PEABODY CT,PEABODY,-90.20601173799997,38.61736485700004
96,266999,3,33,KEALTY LN,KEALTY,-90.20610841999996,38.61820260700006
97,115400,4,59,LABADIE AVE,LABADIE,-90.22532553899998,38.65846048100008
98,69702,3,33,CASTLE LN,CASTLE,-90.20639995999994,38.61949392200006
99,266999,4,37,S GRAND BLVD,GRAND,-90.23129479799996,38.63172091800004
100,266999,3,33,PEABODY CT,PEABODY,-90.20601138899997,38.61736485600005
101,266999,4,67,PLEASANT ST,PLEASANT,-90.21284267999994,38.66361477000004
102,266999,4,60,N 22ND ST,22ND,-90.20730381199996,38.64589543500006
103,266999,5,57,W COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.24024491899996,38.656207222000035
104,65701,6,74,GAST PL,GAST,-90.23189851799998,38.71684242400005
105,72113,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
106,67701,6,68,CLARENCE AVE,CLARENCE,-90.22782247999999,38.678442750000045
107,266999,3,33,LASALLE LN,LASALLE,-90.20674302799995,38.61870670300004
108,43015,4,36,N 22ND ST,22ND,-90.21073896199994,38.63372035800006
109,266999,3,33,LASALLE LN,LASALLE,-90.20560862299999,38.61845672100003
110,115400,2,15,HARTFORD ST,HARTFORD,-90.24459969999998,38.60179265900007
111,65701,4,59,N JEFFERSON AVE,SUBLETTE,-90.21288196399996,38.63806967600004
112,103000,4,37,MARKET ST,MARKET,-90.23940453599994,38.63143721200004
113,67701,5,47,DELMAR BLVD,DELMAR,-90.27847576099998,38.65297704500006
114,265321,5,58,WHITTIER ST,WHITTIER,-90.24363666799997,38.64938562700007
115,117000,1,16,GRAVOIS AVE,GRAVOIS,-90.25933083699994,38.58745439000006
116,71013,5,46,DELMAR BLVD,DELMAR,-90.28961942899997,38.65416188300003
117,69702,4,77,COOK AVE,COOK,-90.23109271799996,38.646361676000026
118,266999,4,59,GREER AVE,GREER,-90.21863504899994,38.65690961800004
119,43016,4,59,CASS AVE,CASS,-90.22711760899995,38.64837620700007
120,121000,5,51,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.26756502699999,38.66532069800007
121,266999,6,68,POPE AVE,POPE,-90.22668418499995,38.679593373000046
122,266999,5,46,DELMAR BLVD,DELMAR,-90.29035389799998,38.65423459600004
123,151110,5,38,DELMAR BLVD,DELMAR,-90.24830902999997,38.647624660000076
124,204100,3,19,NEBRASKA AVE,NEBRASKA,-90.23309614499999,38.591892605000055
125,266999,5,53,AUBERT AVE,AUBERT,-90.26055781399998,38.65976258000006
126,265321,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
127,266999,6,69,POPE AVE,POPE,-90.22666721199994,38.68027980700003
128,51322,5,57,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.24320932699999,38.65805901600004
129,51322,4,36,LUCAS AVE,LUCAS,-90.20631271399998,38.63436285900008
130,266999,4,65,N FLORISSANT AVE,FLORISSANT,-90.20609710799994,38.662293712000064
131,101000,6,74,HORNSBY AVE,,-90.23339084999998,38.718551028000036
132,266999,5,50,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.27106960999998,38.68551546800006
133,115100,1,1,LOUGHBOROUGH AVE,LOUGHBOROUGH,-90.26110027599998,38.556653417000064
134,69602,3,33,S TUCKER BLVD,TUCKER,-90.20224004799996,38.61678965900006
135,51312,4,37,SAMUEL SHEPARD DR,SAMUEL SHEPARD,-90.21927891199994,38.63720376100008
136,69702,2,9,HAMPTON AVE,HAMPTON,-90.29199924299996,38.603885545000026
137,51322,1,7,NOTTINGHAM AVE,NOTTINGHAM,-90.27769884499997,38.58558228900006
138,266999,4,59,MAFFITT AVE,MAFFITT,-90.22663163899995,38.65675009500006
139,204100,3,25,CONNECTICUT ST,MICHIGAN,-90.23981984199997,38.59942886500005
140,111110,1,4,GRAVOIS AVE,GRAVOIS,-90.29292815399998,38.56471740200004
141,115100,4,64,N BROADWAY,JEFFERSON,-90.20243295799997,38.67214497800006
142,266999,4,59,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.22645499199996,38.650159501000076
143,41016,4,35,ST CHARLES ST,,-90.19591834899995,38.630802311000025
144,183250,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
145,266999,5,57,ST FERDINAND AVE,ST FERDINAND,-90.24132961999999,38.65976557500005
146,266999,5,38,LINDELL BLVD,LINDELL,-90.24828601699994,38.64049072500006
147,266999,5,78,ROWAN AVE,ROWAN,-90.28157316099998,38.67231405200005
148,142320,4,62,CARR ST,CARR,-90.19034998799998,38.63532396000005
149,112020,2,39,CLAYTON AVE,CLAYTON,-90.24487069699995,38.63119388800004
150,266999,4,59,BACON ST,BACON,-90.22177920599995,38.652806514000076
151,130000,4,60,N 19TH ST,19TH,-90.20075168099999,38.651019200000064
152,266999,5,52,ASHLAND AVE,ASHLAND,-90.25843755499994,38.67646978700003
153,266999,3,31,RUTGER ST,RUTGER,-90.22022430399994,38.62023624200003
154,266999,6,72,THEKLA AVE,THEKLA,-90.25052712599995,38.700636262000046
155,91113,1,5,GRAVOIS AVE,GRAVOIS,-90.26885942799998,38.580394554000065
156,91113,1,5,GRAVOIS AVE,GRAVOIS,-90.26885942799998,38.580394554000065
157,266999,4,62,N 8TH ST,8TH,-90.18844160199995,38.63978375000005
158,266999,6,71,UNION BLVD,UNION,-90.24999900199998,38.68907768300005
159,69702,2,9,HAMPTON AVE,HAMPTON,-90.29199924299996,38.603885545000026
160,72113,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
161,182130,6,66,E GRAND BLVD,,-90.20900482899998,38.67064028500005
162,69602,2,12,MANCHESTER AVE,MANCHESTER,-90.28523906399994,38.62223262300006
163,266999,4,63,BRISTOL LN,BRISTOL,-90.19148450099999,38.646541264000064
164,67701,2,41,MANCHESTER AVE,MANCHESTER,-90.28657661899996,38.62290507700004
165,266999,4,62,BIDDLE ST,BIDDLE,-90.18886410799996,38.636157522000076
166,67701,6,71,QUEENS AVE,QUEENS,-90.24472007199995,38.68755329100003
167,266999,4,62,HADLEY ST,HADLEY,-90.19439844599998,38.636718546000054
168,44015,3,24,ACCOMAC ST,ACCOMAC,-90.22291615099994,38.609714766000025
169,182130,5,56,MARCUS AVE,MARCUS,-90.25346689399998,38.660244859000045
170,71030,3,18,ILLINOIS AVE,,-90.22303416599999,38.586476203000075
171,266999,5,52,ST LOUIS AVE,ST LOUIS,-90.25838958399999,38.672504608000054
172,65701,3,16,CHIPPEWA ST / TEXAS AVE,,-90.22775887999995,38.58657790400008
173,65701,3,16,CHIPPEWA ST / TEXAS AVE,,-90.22775887999995,38.58657790400008
174,117000,6,76,ALBERTINE AVE,ALBERTINE,-90.25907739399997,38.70952065500006
175,71013,6,76,ALBERTINE AVE,ALBERTINE,-90.25907739399997,38.70952065500006
176,266999,5,48,ENRIGHT AVE,HAMILTON,-90.28270147099994,38.654668214000026
177,103000,2,15,MORGANFORD RD,MORGANFORD,-90.26150969999998,38.60185030900004
178,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
179,266999,3,24,GRAVOIS AVE,GRAVOIS,-90.22808069999996,38.60282086400008
180,266999,5,52,HIGHLAND AVE,HIGHLAND,-90.25945181199995,38.66846482900007
181,91114,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
182,64701,2,8,WALSH ST,WALSH,-90.30563713199996,38.58475331600005
183,67701,3,16,DUNNICA AVE,DUNNICA,-90.24287385399998,38.58747431100005
184,266999,5,49,CABANNE AVE,CABANNE,-90.27432622299995,38.65809847300005
185,91114,4,62,HOGAN ST,HOGAN,-90.20206193099995,38.641988499000036
186,42014,4,62,HOGAN ST,HOGAN,-90.20206193099995,38.641988499000036
187,266999,5,50,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.27057253499999,38.685171257000036
188,51322,5,46,WATERMAN BLVD,WATERMAN,-90.29281982399993,38.649875734000034
189,151110,4,65,N 25TH ST,25TH,-90.20972870799994,38.66199249400006
190,265321,4,37,LACLEDE AVE,LACLEDE,-90.23880969799995,38.63550808200006
191,182130,5,51,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26251651099994,38.65679824600005
192,65701,6,71,CLAXTON AVE,CLAXTON,-90.24086579799996,38.69478023900007
193,67601,1,4,S GRAND BLVD,GRAND,-90.26804496699998,38.55397936600008
194,65701,3,22,SALENA ST,,-90.21995610099998,38.59333921500007
195,266999,5,50,HAMILTON AVE,HAMILTON,-90.27517388399997,38.68402417000004
196,266999,5,58,ENRIGHT AVE,ENRIGHT,-90.24416675699996,38.64703628600006
197,266999,3,33,PEABODY CT,PEABODY,-90.20601173799997,38.61736485700004
198,151110,2,39,MANCHESTER AVE,MANCHESTER,-90.25862104199996,38.627024550000044
199,69702,6,69,LEE AVE,LEE,-90.23940847499995,38.67674471500004
200,71013,3,16,MERAMEC ST,MERAMEC,-90.23763534999995,38.58038639400007
201,117000,3,30,S COMPTON AVE,COMPTON,-90.23583492999995,38.598019512000064
202,117000,3,30,S COMPTON AVE,COMPTON,-90.23583492999995,38.598019512000064
203,67701,3,30,CALIFORNIA AVE,CALIFORNIA,-90.22949191899994,38.595377162000034
204,151130,5,52,PAULIAN PL,PAULIAN,-90.26640656199999,38.66647166900003
205,266999,3,31,OHIO AVE,OHIO,-90.22176982199994,38.61964131600007
206,112010,5,38,WEST PINE BLVD,WEST PINE,-90.25206215199995,38.63932902800008
207,91123,3,16,MERAMEC ST,BROADWAY,-90.23314151299996,38.57982430000004
208,69702,2,15,POTOMAC ST,POTOMAC,-90.25023714899999,38.594786215000056
209,51322,6,70,MCARTHUR AVE,MCARTHUR,-90.27120001899999,38.68845932200003
210,142320,4,64,N 2ND ST,2ND,-90.19277823999994,38.662783957000045
211,183250,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
212,64701,1,2,REILLY AVE,REILLY,-90.25857953999997,38.542026564000025
213,52112,5,50,UNION BLVD,UNION,-90.26236252099994,38.67404221400005
214,142320,2,7,JANUARY AVE / LANSDOWNE AVE,,-90.28780195499996,38.589198226000065
215,265321,3,23,S JEFFERSON AVE,,-90.22048380899997,38.61235331000006
216,91114,1,5,DELOR ST,WILCOX,-90.26929406699998,38.58187547600005
217,182999,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
218,67701,1,5,GRAVOIS AVE,GRAVOIS,-90.26806848599995,38.58115361600005
219,266999,3,33,PARK AVE,PARK,-90.20614635499999,38.61568194300003
220,51322,3,16,CALIFORNIA AVE,CALIFORNIA,-90.23135829099994,38.58597936800004
221,51322,3,16,CALIFORNIA AVE,CALIFORNIA,-90.23135829099994,38.58597936800004
222,51312,6,72,ROBIN AVE,ROBIN,-90.24798025999996,38.70266275700004
223,182130,6,56,CLAY AVE,CLAY,-90.22934980699995,38.66169080800006
224,73413,2,9,WATSON RD,WATSON,-90.29808506799998,38.60323443400006
225,67601,4,59,N GRAND BLVD,GRAND,-90.21685992499994,38.660376159000066
226,65701,5,53,FOUNTAIN AVE,FOUNTAIN,-90.25792290499999,38.65568772100005
227,66601,3,19,NEBRASKA AVE,NEBRASKA,-90.23253453699994,38.59143549700008
228,63701,2,9,HAMPTON AVE,HAMPTON,-90.29199924299996,38.603885545000026
229,266999,4,62,COCHRAN PL,COCHRAN,-90.20161785399995,38.64176494900005
230,266999,3,16,VIRGINIA AVE,VIRGINIA,-90.24028606499996,38.58540639700004
231,266999,6,73,RIVERVIEW BLVD,RIVERVIEW,-90.24068465399995,38.71990742000003
232,92000,6,74,BITTNER ST,BITTNER,-90.23152900499997,38.70993568700004
233,117000,6,74,N BROADWAY,BROADWAY,-90.22903601499996,38.72493890800007
234,266999,5,50,HODIAMONT AVE,HODIAMONT,-90.28374680099995,38.67713165600003
235,115400,2,44,KRAFT ST,KRAFT,-90.30125696899995,38.62780494900005
236,91114,1,16,DUNNICA AVE,,-90.24678412699996,38.58789472700005
237,151110,5,48,MAPLE AVE,,-90.28700390499995,38.661027415000035
238,265321,6,73,GLADYS AVE / SUMMIT PL,,-90.24728676799998,38.713120332000074
239,65701,6,74,GAST PL,GAST,-90.23189851799998,38.71684242400005
240,142320,3,18,KOSCIUSKO ST,KOSCIUSKO,-90.21843420099998,38.58614669800005
241,42013,4,36,WASHINGTON AVE,WASHINGTON,-90.19882760299998,38.632512304000045
242,63701,6,69,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.23883897499996,38.67122967900008
243,266999,4,62,COCHRAN PL,COCHRAN,-90.20161785399995,38.64176494900005
244,73413,2,15,HARTFORD ST,HARTFORD,-90.24337223899994,38.60167189900005
245,142320,6,66,E WARNE AVE,WARNE,-90.21607478999994,38.67491105700003
246,73313,1,17,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23721658999995,38.57443993500004
247,91124,1,6,HAMPTON AVE,LACLEDE STATION,-90.29603613399996,38.571104450000064
248,266999,2,15,MORGANFORD RD,MORGANFORD,-90.26416743399994,38.59114379500005
249,72113,1,16,ITASKA ST,ITASKA,-90.24797105199997,38.57412253800004
250,265321,4,59,MAFFITT AVE,MAFFITT,-90.22575340599997,38.65636910400008
251,266999,6,72,W FLORISSANT AVE,FLORISSANT,-90.24796675499994,38.70451345500004
252,31111,3,19,ARKANSAS AVE,ARKANSAS,-90.24225060399993,38.590062362000026
253,103000,1,1,MOTT ST,GRAND,-90.25221175199994,38.556656634000035
254,69702,2,27,BOTANICAL AVE / THURMAN AVE,,-90.25148581099995,38.609833845000026
255,31111,6,69,N KINGSHIGHWAY BLVD,,-90.24940492499996,38.67899897500007
256,266510,4,35,S BROADWAY,BROADWAY,-90.19052360999996,38.622462539000026
257,266999,5,48,HAMILTON AVE,HAMILTON,-90.28920226999998,38.66100393800008
258,64601,6,74,NASSAU DR,NASSAU,-90.23368045799998,38.72305767200004
259,142320,3,30,TEXAS AVE,KINGSHIGHWAY,-90.22437166699996,38.602850630000034
260,91113,1,16,HYDRAULIC AVE,HYDRAULIC,-90.25059777899997,38.58662605300003
261,69702,4,60,N 13TH ST,13TH,-90.19418475399999,38.64185833700003
262,64601,2,9,PRATHER AVE,PRATHER,-90.30692971899998,38.59497585100007
263,151130,2,10,SOUTHWEST AVE,SOUTHWEST,-90.30225239799995,38.61344543700005
264,65701,3,34,PARK AVE,PARK,-90.20121779399994,38.61423609000008
265,72113,5,38,PERSHING AVE / UNION BLVD,,-90.27412293199995,38.647671857000034
266,112010,2,9,MCCAUSLAND AVE,MCCAUSLAND,-90.31266557799995,38.59468586500003
267,112010,2,7,HAMPTON VILLAGE PLZ,HAMPTON VILLAGE,-90.29231611299997,38.59204562600007
268,51322,1,5,DELOR ST,DELOR,-90.25852854799996,38.57734052600006
269,115100,2,13,SHENANDOAH AVE,SHENANDOAH,-90.26318107899993,38.61192578200007
270,151110,6,68,HARRIS AVE,HARRIS,-90.22586984599997,38.67331709100006
271,41016,6,72,BEACON AVE,OLIVE,-90.25141336799999,38.69444342400004
272,117000,3,33,S 13TH ST,13TH,-90.20505370999996,38.61507509100005
273,142320,6,74,N BROADWAY,BROADWAY,-90.22924143799997,38.72084802900008
274,182250,4,59,THOMAS ST,THOMAS,-90.22272446899996,38.64377471300003
275,142320,3,23,ALLEN AVE,ALLEN,-90.21231187499995,38.609889628000076
276,65701,2,15,JUNIATA ST,JUNIATA,-90.25648365099994,38.60238365400005
277,64601,1,17,S BROADWAY,BROADWAY,-90.23992194299996,38.56540247100003
278,91113,6,76,W FLORISSANT AVE,FLORISSANT,-90.25036913399998,38.70737707400008
279,265321,2,9,MARQUETTE AVE,MARQUETTE,-90.29411872399999,38.59975116800007
280,64701,1,7,SUTHERLAND AVE,SUTHERLAND,-90.27925498699994,38.58934717400007
281,65701,1,1,MINNESOTA AVE,MINNESOTA,-90.24650171699994,38.55984646600007
282,64601,1,17,NEBRASKA AVE,NEBRASKA,-90.23695275499995,38.57024408500007
283,265321,3,16,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23614607699994,38.58203335800005
284,31421,2,15,HYDRAULIC AVE,HYDRAULIC,-90.25010033799998,38.59085099500004
285,65601,1,17,S BROADWAY,BROADWAY,-90.24016729799996,38.56506087100007
286,142320,5,46,WATERMAN BLVD,WATERMAN,-90.29887151199995,38.65105056300007
287,69702,3,19,ARKANSAS AVE,ARKANSAS,-90.24316518499995,38.58877927200007
288,64701,2,12,DUGAN AVE,DUGAN,-90.28282532599997,38.61374599700008
289,71013,6,74,GUSTAV AVE,GUSTAV,-90.22987318799994,38.72397704400004
290,31111,6,73,SWITZER AVE,,-90.24365498199995,38.71524597600006
291,142320,4,35,MEMORIAL DR,CHESTNUT,-90.18814656499995,38.62198118400005
292,142320,5,56,N MARKET ST,MARKET,-90.25047999999998,38.66305582500007
293,65701,6,73,NORTH POINTE BLVD,GOODFELLOW,-90.25274316099996,38.71313474400006
294,72113,2,43,KRAFT ST,KRAFT,-90.30142386099999,38.623900528000036
295,31111,6,84,CARTER AVE,CARTER,-90.24274627099999,38.68382553400005
296,65701,6,74,N BROADWAY,BROADWAY,-90.22767763499996,38.72570185200004
297,121000,4,36,DELMAR BLVD,DELMAR,-90.21096362899999,38.63670572500007
298,41011,6,67,LEE AVE / WARNE AVE,,-90.22126291799998,38.66946468800006
299,41011,6,67,LEE AVE / WARNE AVE,,-90.22126291799998,38.66946468800006
300,112010,5,78,DR MARTIN LUTHER KING DR,ENRIGHT,-90.27560256299995,38.669702381000036
301,69602,4,37,CHOUTEAU AVE,CHOUTEAU,-90.21935528999995,38.62291143600004
302,91114,6,71,RUSKIN AVE,RUSKIN,-90.24438093499998,38.690213321000044
303,83000,5,56,MAFFITT AVE,MAFFITT,-90.22855339899996,38.65816871200008
304,43013,4,61,N 13TH ST,13TH,-90.19517074999999,38.63762945800005
305,266999,3,30,MICHIGAN AVE,MICHIGAN,-90.23529661899994,38.59510760300003
306,73413,2,42,WADE AVE,WADE,-90.29518018799996,38.62578719900006
307,43012,4,59,N JEFFERSON AVE,JEFFERSON,-90.21288196399996,38.63806967600004
308,142320,2,15,PARKER AVE,PARKER,-90.25836020399998,38.597096126000054
309,31111,1,1,DOVER ST,PENNSYLVANIA,-90.24488144999998,38.56093501200007
310,265321,6,74,N BROADWAY,N. BROADWAY,-90.22986336699995,38.70796305400006
311,265321,6,74,N BROADWAY,N. BROADWAY,-90.22986336699995,38.70796305400006
312,265321,6,74,N BROADWAY,,-90.22986336699995,38.70796305400006
313,241100,2,13,SOUTHWEST AVE,SOUTHWEST,-90.27204629599998,38.61137772600006
314,31111,6,64,N BROADWAY,,-90.20443597199994,38.674997553000026
315,265321,3,20,S BROADWAY,,-90.21137663099995,38.59428494100007
316,64701,2,43,KRAFT ST,KRAFT,-90.30068672999994,38.623885545000064
317,44015,1,16,BINGHAM AVE,BINGHAM,-90.24411502099997,38.57942538000003
318,142320,2,15,OLEATHA AVE,OLEATHA,-90.26693134499999,38.59507053300007
319,71030,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27087179899996,38.600589408000076
320,31421,1,5,CHRISTY BLVD,KINGSHIGHWAY,-90.27428900499996,38.585430227000074
321,31421,1,5,GRAVOIS AVE,,-90.26225919999996,38.58478308100007
322,91114,6,69,N EUCLID AVE,EUCLID,-90.24796381599998,38.67669207000006
