,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
24,Sri Lanka,2007-01-01,25th,93.1,8.7,9.2,9.5,6.0,8.2,6.9,8.9,6.5,7.5,7.0,8.6,6.1
25,Congo Republic,2007-01-01,26th,93.0,7.9,7.2,6.8,8.3,8.1,6.1,8.5,8.8,7.9,8.7,7.3,7.4
26,Liberia,2007-01-01,27th,92.9,6.9,8.1,6.5,8.4,8.3,6.8,7.0,8.6,6.7,8.1,8.5,9.0
27,Lebanon,2007-01-01,28th,92.4,9.0,8.8,9.0,6.3,7.1,7.0,7.3,6.4,7.0,6.9,8.6,9.0
28,Malawi,2007-01-01,29th,92.2,5.4,7.5,6.0,9.2,8.8,8.0,7.9,9.0,8.0,9.0,6.0,7.4
29,Solomon Islands,2007-01-01,30th,92.0,7.7,8.8,8.0,8.0,8.0,5.1,8.5,8.5,7.1,8.5,4.8,9.0
30,Kenya,2007-01-01,31st,91.3,7.1,8.2,6.9,7.0,8.1,8.0,8.0,7.4,7.0,8.4,8.0,7.2
31,Niger,2007-01-01,32nd,91.2,6.7,6.0,8.9,9.2,7.2,6.0,8.2,8.8,7.1,9.2,5.9,8.0
32,Burkina Faso,2007-01-01,33rd,89.7,7.6,7.7,6.4,8.2,8.9,6.6,7.6,8.9,6.6,8.6,5.6,7.0
33,Colombia,2007-01-01,33rd,89.7,8.3,8.5,7.4,3.8,8.4,8.4,8.2,6.0,7.4,6.8,9.5,7.0
34,Cameroon,2007-01-01,35th,89.4,7.7,8.0,7.0,6.1,8.7,7.9,8.5,7.5,7.2,7.0,6.8,7.0
35,Egypt,2007-01-01,36th,89.2,6.1,8.3,7.8,7.0,7.8,6.2,9.0,6.7,8.5,7.7,6.5,7.6
36,Rwanda,2007-01-01,36th,89.2,4.6,8.2,8.7,7.5,7.1,7.6,8.5,6.9,7.4,9.1,7.0,6.6
37,Guinea Bissau,2007-01-01,38th,88.8,8.0,6.8,5.4,8.0,8.6,7.0,7.2,8.5,8.0,7.6,6.5,7.2
38,Tajikistan,2007-01-01,39th,88.7,7.8,8.8,6.3,7.3,7.3,6.4,9.0,7.3,8.6,7.7,6.1,6.1
39,Syria,2007-01-01,40th,88.6,7.4,7.5,8.0,6.8,8.1,6.8,8.5,5.3,8.5,6.5,8.9,6.3
40,Equatorial Guinea,2007-01-01,41st,88.2,8.9,8.5,7.0,4.0,9.0,7.4,9.4,8.6,9.4,8.0,2.0,6.0
41,Kyrgyz Republic,2007-01-01,41st,88.2,7.9,7.5,6.8,7.5,8.0,7.4,8.2,6.3,7.9,7.5,6.2,7.0
42,Turkmenistan,2007-01-01,43rd,87.5,8.5,8.2,6.2,7.4,7.3,5.6,9.0,7.7,9.6,7.0,4.5,6.5
43,Laos,2007-01-01,44th,87.2,8.2,8.6,6.5,7.1,5.7,6.6,7.9,8.0,8.5,8.0,5.5,6.6
44,Mauritania,2007-01-01,45th,86.7,7.4,7.9,8.0,7.8,7.0,5.0,6.8,8.1,7.1,8.7,6.2,6.7
45,Togo,2007-01-01,46th,86.6,7.8,7.6,6.0,8.2,7.5,6.5,7.7,8.0,7.8,7.5,5.4,6.6
46,Bhutan,2007-01-01,47th,86.4,4.6,8.0,7.0,7.9,8.7,6.7,8.0,6.5,8.5,6.5,7.5,6.5
47,Cambodia,2007-01-01,48th,85.7,6.2,7.5,7.3,6.4,7.2,8.0,8.5,7.6,7.1,7.6,5.9,6.4
48,Moldova,2007-01-01,48th,85.7,6.3,7.5,7.3,7.5,7.5,8.4,7.9,7.1,6.8,7.0,4.7,7.7
49,Eritrea,2007-01-01,50th,85.5,7.5,7.2,5.4,8.4,5.9,6.0,8.3,7.7,7.4,8.1,7.1,6.5
50,Belarus,2007-01-01,51st,85.2,6.7,8.5,6.5,6.8,7.5,5.0,9.1,6.9,8.5,8.0,4.6,7.1
51,Papua New Guinea,2007-01-01,52nd,85.1,7.0,6.7,8.0,7.3,9.0,7.9,7.8,7.8,6.1,7.5,3.5,6.5
52,Angola,2007-01-01,53rd,84.9,6.2,7.5,5.9,4.2,8.7,5.0,8.6,7.7,7.5,8.5,7.5,7.6
53,Bosnia and Herzegovina,2007-01-01,54th,84.5,7.3,8.3,8.3,6.0,7.2,6.0,7.6,5.6,5.3,6.1,8.0,8.8
54,Indonesia,2007-01-01,55th,84.4,7.3,7.2,6.0,6.5,8.0,7.5,6.5,7.0,7.0,7.0,7.5,6.9
55,Philippines,2007-01-01,56th,83.2,7.6,7.8,7.2,5.8,7.6,6.7,8.2,5.9,6.8,7.0,5.7,6.9
56,Iran,2007-01-01,57th,82.8,8.3,8.9,7.1,3.3,7.2,5.0,7.8,5.7,8.7,6.2,8.6,6.0
57,Georgia,2007-01-01,58th,82.3,7.8,7.8,7.6,5.7,7.0,5.7,7.9,6.1,5.4,6.3,6.8,8.2
58,Bolivia,2007-01-01,59th,82.0,6.2,8.3,7.0,6.4,8.5,7.0,7.2,7.4,7.0,7.4,3.7,5.9
59,Guatemala,2007-01-01,60th,81.4,7.3,5.9,7.1,7.0,8.0,6.7,7.4,6.6,7.1,7.0,6.0,5.3
60,Swaziland,2007-01-01,61st,81.3,7.1,7.1,4.0,7.7,6.0,5.3,8.8,8.1,7.5,8.7,4.0,7.0
61,Azerbaijan,2007-01-01,62nd,81.2,7.2,7.5,7.3,6.3,7.4,5.3,7.8,6.0,6.4,6.0,7.5,6.5
62,China,2007-01-01,62nd,81.2,5.3,7.5,8.0,4.0,9.0,6.5,8.5,6.5,9.0,8.7,5.1,3.1
63,Lesotho,2007-01-01,62nd,81.2,6.2,6.7,5.5,9.1,5.5,5.4,7.5,8.9,6.7,9.0,4.5,6.2
64,Russia,2007-01-01,62nd,81.2,6.8,8.5,7.7,3.9,8.2,6.5,7.6,6.2,8.5,7.5,5.9,3.9
65,Cape Verde,2007-01-01,66th,81.1,6.1,6.4,4.8,8.0,6.2,8.2,7.0,7.4,6.4,7.9,4.8,7.9
66,Maldives,2007-01-01,66th,81.1,6.1,7.2,4.9,7.3,4.9,7.0,7.9,7.1,7.7,8.0,7.0,6.0
67,Serbia  ,2007-01-01,66th,81.1,6.3,8.0,7.7,6.5,7.7,5.5,7.5,5.0,6.1,6.0,8.0,6.8
68,Dominican Republic,2007-01-01,69th,80.6,6.5,7.4,6.1,5.8,8.1,8.3,6.0,6.9,7.0,6.5,6.4,5.6
69,Zambia,2007-01-01,69th,80.6,5.5,5.2,5.2,7.9,7.4,6.7,7.6,7.9,5.8,9.1,6.2,6.1
70,Djibouti,2007-01-01,70th,80.3,7.0,6.9,5.5,6.9,6.1,5.0,7.4,7.5,6.0,7.9,6.5,7.6
71,Nicaragua,2007-01-01,71st,80.0,6.5,7.2,6.4,7.8,8.6,7.1,6.5,7.0,5.4,6.7,5.1,5.7
72,Ecuador,2007-01-01,72nd,79.9,6.6,7.6,6.7,5.3,8.0,7.1,7.5,6.8,6.6,6.2,6.0,5.5
73,Venezuela,2007-01-01,73rd,79.8,6.9,7.5,6.8,4.0,8.2,6.9,7.5,6.3,7.9,6.9,5.2,5.7
74,Israel and West Bank,2007-01-01,74th,79.6,5.3,7.2,9.0,3.7,6.9,3.5,7.3,7.0,7.4,7.0,7.9,7.4
75,Tanzania,2007-01-01,75th,79.3,5.7,5.5,6.2,7.4,6.9,6.0,6.3,7.8,6.0,7.4,7.1,7.0
76,Cuba,2007-01-01,76th,78.6,7.7,7.8,5.5,6.3,7.2,6.0,7.6,3.8,7.8,6.5,4.7,7.7
77,Sao Tome and Principe,2007-01-01,76th,78.6,5.8,5.9,5.1,8.5,6.1,7.4,7.3,8.1,5.3,7.9,4.8,6.4
78,Comoros,2007-01-01,78th,77.8,6.7,6.5,5.3,7.6,6.1,5.7,7.9,8.7,6.6,6.2,3.6,6.9
79,Vietnam,2007-01-01,78th,77.8,7.4,7.0,5.3,6.2,6.2,7.0,7.0,6.5,6.9,6.5,5.9,5.9
80,Mozambique,2007-01-01,80th,76.9,5.9,5.6,4.7,7.5,7.2,8.0,7.4,8.0,7.0,7.5,2.2,5.9
81,Jordan,2007-01-01,81st,76.6,6.4,6.5,6.5,6.6,7.7,5.0,6.2,5.6,6.2,6.2,6.8,6.9
82,Madagascar,2007-01-01,82nd,76.5,6.1,6.7,5.1,7.5,7.0,5.0,5.7,8.7,5.7,8.5,3.0,7.5
83,Saudi Arabia,2007-01-01,82nd,76.5,7.3,7.6,7.7,2.3,6.5,3.6,8.8,4.3,8.8,5.9,7.2,6.5
84,Peru,2007-01-01,84th,76.4,7.7,7.0,6.9,5.6,8.1,7.5,6.6,6.2,5.2,6.6,4.0,5.0
85,Gambia,2007-01-01,85th,76.0,5.8,5.9,4.2,8.0,7.0,6.0,7.9,6.6,6.8,6.4,5.2,6.2
86,Morocco,2007-01-01,85th,76.0,5.2,5.4,6.8,6.6,7.3,6.2,7.8,6.0,6.6,6.6,7.5,4.0
87,Thailand,2007-01-01,85th,76.0,7.2,8.0,7.8,3.0,7.5,4.4,8.0,5.5,6.3,7.0,5.8,5.5
88,Algeria,2007-01-01,88th,75.9,6.4,5.9,7.0,3.5,7.3,5.6,7.3,7.0,7.4,6.1,6.7,5.7
89,Fiji,2007-01-01,89th,75.7,7.0,8.2,7.5,5.9,7.5,5.4,9.0,4.1,5.9,5.9,4.0,5.3
90,Mali,2007-01-01,90th,75.5,4.8,3.7,6.1,8.7,6.6,7.9,4.7,8.6,4.6,8.5,4.4,6.9
91,El Salvador,2007-01-01,91st,74.9,5.8,3.9,6.0,5.4,7.3,7.0,7.0,6.9,6.9,7.6,5.6,5.5
92,Turkey,2007-01-01,91st,74.9,6.7,7.1,7.4,4.7,8.7,5.0,6.1,5.4,5.1,6.9,5.8,6.0
93,Honduras,2007-01-01,93rd,74.8,5.9,6.3,5.3,7.6,8.7,6.0,7.4,6.6,5.8,7.8,2.0,5.4
94,Macedonia,2007-01-01,94th,74.1,6.1,6.4,7.1,5.9,7.4,7.0,7.3,5.1,5.3,5.4,4.7,6.4
95,Suriname,2007-01-01,95th,73.9,6.2,5.1,6.1,6.9,8.3,6.7,6.4,4.9,5.7,7.1,4.2,6.3
96,Samoa,2007-01-01,96th,73.8,6.7,5.4,5.0,6.3,7.2,7.9,6.7,4.7,4.9,6.8,3.8,8.4
97,Micronesia,2007-01-01,97th,73.5,6.0,5.4,5.0,6.5,7.1,8.1,6.9,7.1,2.5,7.7,3.2,8.0
98,Gabon,2007-01-01,98th,73.3,5.3,7.2,3.0,4.9,7.8,6.0,7.3,7.0,6.7,6.6,5.7,5.8
99,Guyana,2007-01-01,98th,73.3,5.9,4.9,5.4,6.8,8.1,7.9,6.4,5.7,5.6,6.9,4.1,5.6
100,Paraguay,2007-01-01,100th,72.9,4.3,7.5,6.2,6.7,7.4,6.0,8.1,6.5,7.9,6.5,1.6,4.2
101,Mexico,2007-01-01,101st,72.6,6.1,4.8,6.1,6.2,8.4,7.0,6.1,5.7,5.1,6.9,4.0,6.2
102,Kazakhstan,2007-01-01,102nd,72.3,6.7,7.7,5.2,6.6,6.2,4.0,7.5,6.1,7.0,5.7,3.0,6.6
103,Benin,2007-01-01,103rd,72.0,5.2,3.8,4.0,7.1,7.4,6.9,6.4,8.1,4.8,6.5,5.2,6.6
104,Grenada,2007-01-01,104th,71.6,5.9,5.7,5.0,6.5,7.1,7.9,6.5,4.1,5.1,5.9,3.6,8.3
105,Ukraine,2007-01-01,105th,71.4,3.0,7.9,7.0,5.0,7.0,7.5,7.5,4.5,5.9,6.5,3.6,6.0
106,Namibia,2007-01-01,106th,71.3,5.5,3.2,5.4,5.9,8.2,7.9,4.4,7.5,5.7,6.5,5.1,6.0
107,Seychelles,2007-01-01,106th,71.3,6.2,6.7,5.5,4.0,6.9,4.7,7.9,4.1,6.7,6.9,5.0,6.7
108,Brunei Darussalam,2007-01-01,108th,71.2,6.9,7.4,7.4,3.2,7.9,4.2,7.7,3.3,6.6,6.3,5.6,4.7
109,India,2007-01-01,109th,70.8,5.0,5.6,7.0,4.6,8.9,7.1,4.8,6.7,5.4,8.3,3.2,4.2
110,Albania,2007-01-01,110th,70.5,5.5,5.4,5.4,6.8,6.1,7.5,7.4,6.2,5.4,6.5,2.7,5.6
111,Armenia,2007-01-01,111th,70.3,4.5,5.8,5.0,5.0,6.0,6.9,6.5,6.2,5.5,5.8,7.6,5.5
112,Cyprus,2007-01-01,112th,70.2,4.2,8.4,8.3,4.8,7.5,5.7,5.5,3.8,3.5,5.1,4.2,9.2
113,Belize,2007-01-01,113th,69.8,5.7,5.0,5.2,6.0,7.6,6.9,6.5,5.7,3.8,6.6,5.2,5.6
114,Libya,2007-01-01,114th,69.3,5.3,8.0,5.6,5.3,7.3,4.0,7.4,4.5,8.1,6.2,2.6,5.0
115,Trinidad and Tobago,2007-01-01,115th,67.6,5.7,5.7,5.2,3.8,8.1,6.4,6.4,5.8,5.4,5.9,3.8,5.4
116,Brazil,2007-01-01,116th,66.9,6.9,4.5,6.1,3.2,8.8,5.0,6.2,6.3,5.3,6.6,3.4,4.6
117,Senegal,2007-01-01,116th,66.9,5.2,3.8,5.2,5.7,6.9,5.1,5.7,6.7,5.6,7.0,4.5,5.5
118,Botswana,2007-01-01,118th,66.4,3.9,2.8,3.4,5.6,7.0,6.0,5.4,6.5,4.8,9.2,5.8,6.0
119,Malaysia,2007-01-01,119th,65.9,6.3,5.3,5.5,4.6,6.6,3.6,5.9,5.4,6.5,6.3,4.1,5.8
120,Antigua and Barbuda,2007-01-01,120th,65.7,5.2,4.6,5.2,4.8,7.1,7.9,6.3,4.9,5.5,5.2,3.6,5.4
121,Tunisia,2007-01-01,121st,65.6,5.9,6.2,5.1,4.3,7.4,5.1,6.4,5.9,7.3,5.6,3.4,3.0
122,Jamaica,2007-01-01,122nd,65.1,5.6,3.7,4.3,5.4,6.7,6.7,7.0,5.8,5.4,6.1,2.4,6.0
123,Kuwait,2007-01-01,123rd,62.1,5.3,7.6,4.5,3.1,6.1,4.1,6.9,3.3,6.5,5.9,4.8,4.0
124,Ghana,2007-01-01,124th,61.9,2.4,3.5,5.1,4.0,6.8,8.0,5.5,6.9,4.5,6.0,4.5,4.7
125,Romania,2007-01-01,125th,60.9,3.4,4.5,5.2,5.7,6.1,5.2,6.1,5.2,4.8,5.5,3.8,5.4
126,Croatia,2007-01-01,126th,60.5,3.9,3.9,6.0,5.7,5.7,5.0,4.2,4.1,4.5,5.3,6.5,5.7
127,Bulgaria,2007-01-01,127th,60.3,5.4,3.9,4.2,4.3,6.2,5.9,5.7,5.0,4.7,5.4,4.1,5.5
128,Bahamas,2007-01-01,128th,60.1,5.4,5.3,5.3,3.2,7.2,5.4,6.4,4.1,3.0,6.0,3.6,5.2
129,Barbados,2007-01-01,129th,59.9,5.3,4.8,5.8,5.0,7.6,6.9,6.1,2.6,3.0,4.1,3.6,5.1
130,Panama,2007-01-01,130th,59.4,5.0,2.9,4.4,5.8,7.5,5.0,4.8,5.6,4.7,6.6,3.1,4.0
131,Mongolia,2007-01-01,131st,58.4,4.8,4.9,4.1,5.2,5.4,2.1,6.0,5.3,6.7,6.0,1.0,6.9
132,South Africa,2007-01-01,132nd,57.4,3.2,3.9,4.7,2.8,8.5,4.0,4.3,5.7,4.1,8.2,6.0,2.0
133,Bahrain,2007-01-01,133rd,57.0,3.4,6.0,6.0,3.5,5.0,3.7,6.8,3.7,4.7,5.3,3.6,5.3
134,Latvia,2007-01-01,134th,56.7,2.2,4.4,4.6,5.8,7.0,5.0,4.7,4.0,3.8,5.2,5.7,4.3
135,Montenegro,2007-01-01,135th,55.6,4.8,6.0,5.8,4.0,4.3,2.5,4.5,3.6,5.6,5.4,4.1,5.0
136,Qatar,2007-01-01,136th,53.6,2.5,4.7,5.6,4.9,4.8,3.6,7.0,2.6,4.7,5.0,3.6,4.6
137,United Arab Emirates,2007-01-01,137th,51.6,2.1,3.6,4.0,2.6,5.2,3.7,7.0,4.1,6.1,5.6,3.6,4.0
138,Hungary,2007-01-01,138th,51.2,2.1,5.5,3.0,4.1,6.3,5.0,6.0,3.8,4.0,3.7,3.6,4.1
139,Costa Rica,2007-01-01,139th,50.5,2.0,3.3,4.0,4.8,6.6,5.0,3.9,2.9,3.5,5.6,4.4,4.5
140,Estonia,2007-01-01,140th,50.5,2.1,5.9,4.5,3.7,4.9,4.0,5.0,3.8,3.7,4.8,4.8,3.3
141,Slovak Republic,2007-01-01,141st,49.3,2.0,4.2,4.4,4.5,6.5,5.5,4.2,4.1,3.9,4.3,1.8,3.9
142,Lithuania,2007-01-01,142nd,49.0,2.0,3.0,3.5,4.5,6.2,5.4,4.2,3.7,3.7,5.4,3.4,4.0
143,Malta,2007-01-01,143rd,48.5,4.5,1.6,3.9,3.5,4.5,4.8,4.5,3.3,3.5,3.8,6.1,4.5
144,Poland,2007-01-01,144th,47.6,2.0,3.0,3.2,4.3,4.8,6.5,4.2,4.2,3.5,4.9,3.0,4.0
145,Oman,2007-01-01,145th,45.5,5.3,7.1,3.0,3.7,2.0,1.1,6.3,4.2,6.6,3.1,1.1,2.0
146,Greece,2007-01-01,146th,43.5,3.1,1.6,3.5,3.5,5.0,5.4,4.0,3.1,3.9,4.7,2.0,3.7
147,Mauritius,2007-01-01,147th,42.7,3.5,3.0,3.5,3.8,5.9,2.1,5.1,4.4,3.9,3.6,1.1,2.8
148,Czech Republic,2007-01-01,148th,42.1,2.0,3.5,3.2,2.8,3.9,5.0,3.7,3.8,3.5,4.0,3.3,3.4
149,Argentina,2007-01-01,149th,41.4,1.9,2.7,4.0,4.6,5.2,4.0,3.4,3.8,3.7,3.8,1.5,2.8
150,Uruguay,2007-01-01,150th,40.9,3.0,2.3,2.0,3.5,5.1,5.9,2.9,4.0,2.5,5.1,1.1,3.5
151,South Korea,2007-01-01,151st,39.7,1.0,2.9,3.5,1.4,2.4,5.5,3.9,2.0,2.7,4.0,3.9,6.5
152,Spain,2007-01-01,152nd,39.2,4.3,5.6,5.7,3.4,5.0,1.6,1.4,1.9,2.8,3.7,1.8,2.0
153,Germany,2007-01-01,153rd,38.4,2.5,1.8,4.9,3.0,5.5,3.0,2.3,1.7,2.9,3.9,4.8,2.1
154,Slovenia,2007-01-01,154th,37.5,3.0,1.1,3.4,3.2,5.4,3.5,3.2,3.5,3.5,4.0,1.7,2.0
155,Italy,2007-01-01,155th,37.1,2.5,3.2,3.5,3.8,4.5,3.0,3.7,2.0,1.8,3.6,3.5,2.0
156,France,2007-01-01,156th,34.1,1.0,1.8,5.8,2.9,4.8,2.0,1.5,1.4,3.2,4.1,3.6,2.0
157,United Kingdom,2007-01-01,156th,34.1,3.0,2.7,4.2,1.4,4.7,2.0,2.2,1.8,2.6,3.4,4.0,2.1
158,Chile,2007-01-01,158th,33.8,2.0,1.5,3.5,3.8,4.0,2.1,1.6,3.7,3.7,3.8,1.1,3.0
159,United States,2007-01-01,159th,33.6,1.3,1.7,3.2,1.8,5.8,1.0,2.8,1.4,4.6,3.5,5.5,1.0
160,Singapore,2007-01-01,160th,33.0,1.0,4.0,3.0,3.4,2.5,3.0,3.6,1.5,4.0,2.9,1.1,3.0
161,Portugal,2007-01-01,161st,32.4,1.0,1.3,2.5,3.7,3.9,2.1,1.5,3.7,3.3,4.8,1.1,3.5
162,Netherlands,2007-01-01,162nd,28.6,1.0,1.0,4.8,2.0,4.0,2.5,1.3,1.4,1.4,3.2,4.0,2.0
163,Japan,2007-01-01,163rd,28.5,1.0,1.3,3.8,2.6,2.5,2.0,1.8,1.2,3.5,4.1,1.1,3.6
164,Luxembourg,2007-01-01,164th,28.1,2.0,3.0,3.7,2.0,2.5,1.2,3.3,2.6,1.6,2.1,1.8,2.3
165,Austria,2007-01-01,165th,26.0,1.0,2.0,3.5,1.9,5.0,1.1,1.3,1.4,1.5,2.8,2.2,2.3
166,Belgium,2007-01-01,166th,25.5,1.6,1.5,4.0,2.1,4.0,1.1,1.5,1.4,1.5,3.2,1.6,2.0
167,Canada,2007-01-01,167th,25.1,1.0,1.6,2.0,1.5,5.0,2.1,1.5,1.2,2.0,3.3,2.4,1.5
168,Australia,2007-01-01,168th,23.2,0.9,1.5,3.0,1.8,4.4,1.1,1.0,1.4,2.5,2.9,1.6,1.1
169,Denmark,2007-01-01,169th,22.2,1.0,1.0,2.5,2.1,1.9,2.0,1.0,1.4,1.5,3.2,2.6,2.0
170,Iceland,2007-01-01,170th,21.1,1.0,0.8,1.0,3.5,2.5,3.2,1.3,1.3,2.1,1.0,0.9,2.5
171,New Zealand,2007-01-01,171st,20.5,1.0,1.0,2.0,3.0,4.0,2.1,1.1,1.4,1.5,1.1,1.2,1.1
172,Switzerland,2007-01-01,172nd,20.2,1.0,1.0,2.1,1.5,2.6,2.0,1.0,1.4,1.7,3.3,1.7,0.9
173,Ireland,2007-01-01,173rd,19.5,1.0,1.0,1.0,2.1,2.9,2.1,1.5,1.8,1.5,1.6,1.5,1.5
174,Sweden,2007-01-01,174th,19.3,0.9,1.0,1.0,1.3,2.0,2.0,1.0,1.2,1.4,3.2,2.8,1.5
175,Finland,2007-01-01,175th,18.5,0.9,0.7,1.0,2.2,1.9,2.1,0.9,1.2,1.5,2.5,1.6,2.0
176,Norway,2007-01-01,176th,17.1,1.0,1.0,1.0,2.1,2.0,1.1,1.0,1.3,1.5,2.0,1.6,1.5
