,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
89,Jordan,2010-01-01,90th,77.0,5.9,6.5,6.9,6.2,7.2,4.8,5.9,5.2,7.0,6.8,7.9,6.7
90,Morocco,2010-01-01,90th,77.0,5.4,6.2,6.6,6.5,7.6,6.4,7.2,6.6,6.8,6.8,6.6,4.3
91,Peru,2010-01-01,92nd,76.9,7.4,6.9,6.7,5.6,8.0,7.0,6.9,6.5,5.5,6.4,4.5,5.5
92,Benin,2010-01-01,93rd,76.8,5.3,4.1,4.2,7.4,7.4,6.7,6.4,8.4,5.5,7.7,6.7,7.0
93,Dominican Republic,2010-01-01,93rd,76.8,5.6,6.8,5.8,5.9,7.8,8.3,5.6,6.9,6.5,6.5,5.1,6.0
94,Vietnam,2010-01-01,95th,76.6,6.0,7.0,5.3,6.6,6.5,5.9,7.3,6.4,7.3,6.9,5.2,6.2
95,Mexico,2010-01-01,96th,76.1,7.5,5.5,5.8,6.5,8.0,6.8,6.6,5.8,5.8,6.8,4.1,6.9
96,Sao Tome and Principe,2010-01-01,97th,75.8,6.0,6.7,5.1,7.3,5.9,7.0,7.3,7.3,5.1,7.5,4.1,6.5
97,Gabon,2010-01-01,98th,75.3,5.7,7.2,3.0,5.9,7.9,6.4,7.8,6.6,6.4,7.0,5.9,5.5
98,Senegal,2010-01-01,99th,74.6,6.3,4.2,6.1,6.2,7.0,5.8,5.9,7.4,6.0,7.6,6.2,5.9
99,Namibia,2010-01-01,100th,74.5,5.6,3.7,5.6,6.5,8.9,7.5,4.8,6.9,5.8,7.5,5.7,6.0
100,Armenia,2010-01-01,101st,74.1,5.1,7.0,6.0,5.8,6.5,7.0,6.6,5.3,6.4,5.7,6.9,5.8
101,Guyana,2010-01-01,102nd,73.0,6.6,5.1,6.2,6.9,7.7,8.0,6.8,5.3,5.2,6.1,3.6,5.5
102,Kazakhstan,2010-01-01,103rd,72.7,6.3,7.6,5.7,6.7,6.2,4.1,7.5,5.5,7.1,5.8,4.0,6.2
103,Macedonia,2010-01-01,103rd,72.7,5.6,6.5,7.6,6.6,7.1,6.7,6.9,4.6,5.1,4.8,4.6,6.6
104,Suriname,2010-01-01,105th,72.5,6.0,5.8,6.4,6.6,7.7,6.7,6.5,5.1,5.8,6.0,3.7,6.2
105,Paraguay,2010-01-01,106th,72.1,5.9,7.5,6.3,6.2,8.0,5.8,8.3,5.8,6.7,6.2,1.5,3.9
106,Samoa,2010-01-01,107th,71.1,5.8,5.3,5.1,6.2,6.6,8.0,6.4,5.1,4.5,6.9,3.1,8.1
107,Micronesia,2010-01-01,108th,70.6,5.1,5.5,4.5,6.4,6.8,8.1,6.6,6.6,2.8,7.0,3.1,8.1
108,Ukraine,2010-01-01,109th,69.5,3.8,7.9,6.9,6.3,6.2,6.6,7.2,4.0,5.3,5.6,3.1,6.6
109,Malaysia,2010-01-01,110th,69.2,5.9,6.3,6.6,5.1,7.0,3.9,5.9,5.0,6.8,6.3,5.0,5.4
110,Libya,2010-01-01,111th,69.1,5.2,7.1,5.8,5.3,6.9,4.2,7.3,4.2,8.3,5.7,4.3,4.8
111,Belize,2010-01-01,112th,68.7,5.7,4.6,4.9,6.2,7.1,6.7,6.2,5.8,3.8,6.5,5.1,6.1
112,Botswana,2010-01-01,113th,68.6,4.0,2.9,4.1,6.1,7.7,5.9,5.3,6.4,4.8,9.0,6.6,5.8
113,Cyprus,2010-01-01,114th,68.0,5.3,7.9,7.6,4.3,7.6,5.0,5.2,3.4,3.6,4.8,4.5,8.8
114,Seychelles,2010-01-01,115th,67.9,5.6,6.0,5.0,5.8,6.9,4.5,7.0,4.5,5.9,6.1,4.3,6.3
115,South Africa,2010-01-01,115th,67.9,4.1,5.9,5.6,5.0,8.5,4.4,5.8,5.5,4.7,8.4,7.0,3.0
116,Brunei Darussalam,2010-01-01,117th,67.6,5.9,7.4,6.6,3.7,7.8,3.8,7.7,3.5,6.9,5.4,4.2,4.7
117,Tunisia,2010-01-01,118th,67.5,6.5,6.0,5.4,5.0,7.0,5.2,6.4,5.7,7.5,5.7,3.4,3.7
118,Brazil,2010-01-01,119th,67.4,6.7,5.1,6.2,4.0,8.8,4.8,6.2,6.0,5.4,6.3,3.7,4.2
119,Jamaica,2010-01-01,119th,67.4,5.8,4.0,4.5,6.8,6.5,6.4,6.8,6.2,5.5,6.0,2.8,6.1
120,Albania,2010-01-01,121st,67.1,5.4,6.0,4.9,6.1,5.7,7.1,6.8,5.6,5.3,5.9,2.8,5.5
121,Ghana,2010-01-01,122nd,67.1,2.6,4.2,5.2,5.8,6.4,7.9,5.1,7.6,4.7,7.1,5.3,5.2
122,Grenada,2010-01-01,123rd,67.0,5.4,5.8,4.2,6.1,6.7,7.6,6.4,3.9,4.6,5.8,2.9,7.6
123,Trinidad and Tobago,2010-01-01,124th,66.1,6.0,5.6,4.9,4.8,7.2,7.3,5.9,5.2,5.4,5.6,3.1,5.1
124,Kuwait,2010-01-01,125th,61.5,4.9,7.2,5.1,3.8,6.1,4.1,6.0,3.1,6.5,5.5,4.1,5.1
125,Bulgaria,2010-01-01,126th,61.2,5.1,4.6,4.5,5.3,6.1,5.8,6.0,5.0,4.6,4.5,3.9,5.8
126,Antigua and Barbuda,2010-01-01,127th,60.9,4.6,4.0,4.5,5.5,6.1,7.3,5.3,4.6,4.7,4.7,3.4,6.2
127,Romania,2010-01-01,128th,60.2,4.1,5.2,5.6,5.6,5.6,4.9,6.0,4.8,4.3,5.4,3.2,5.5
128,Mongolia,2010-01-01,129th,60.1,4.8,5.3,4.3,5.7,5.9,2.3,6.2,5.3,6.4,5.6,1.4,6.9
129,Panama,2010-01-01,130th,59.3,5.2,3.0,4.4,5.6,7.5,5.0,4.8,5.5,4.5,6.3,3.5,4.0
130,Croatia,2010-01-01,131st,59.0,4.4,4.3,5.2,6.2,5.3,4.6,4.8,3.7,4.5,4.7,5.9,5.4
131,Bahamas,2010-01-01,132nd,58.9,4.8,4.8,4.7,5.0,6.4,5.8,5.5,4.4,2.8,6.2,3.2,5.3
132,Bahrain,2010-01-01,133rd,58.8,4.7,6.1,6.5,4.0,6.0,3.5,6.7,3.1,5.4,4.5,2.6,5.7
133,Montenegro,2010-01-01,134th,57.3,4.5,5.9,6.6,4.9,4.4,2.7,4.5,3.8,5.3,4.9,4.2,5.6
134,Barbados,2010-01-01,135th,55.4,4.5,4.5,4.9,5.4,6.7,6.5,4.1,3.1,2.8,4.0,3.2,5.7
135,Latvia,2010-01-01,135th,55.4,3.0,4.3,4.6,6.3,6.0,5.0,5.4,4.2,3.5,4.3,4.3,4.5
136,United Arab Emirates,2010-01-01,137th,52.4,2.7,4.0,4.7,3.9,5.7,3.3,6.7,3.4,5.9,4.4,3.2,4.5
137,Costa Rica,2010-01-01,138th,52.0,2.5,3.2,3.9,5.4,6.5,4.5,3.9,4.1,3.3,5.5,4.6,4.6
138,Qatar,2010-01-01,139th,51.8,2.7,5.0,5.2,4.1,5.3,3.4,6.3,2.6,4.7,4.5,3.0,5.0
139,Estonia,2010-01-01,140th,50.7,2.6,5.5,5.0,5.0,5.2,4.1,4.5,3.3,3.3,4.5,4.2,3.5
140,Hungary,2010-01-01,141st,50.1,2.2,5.0,3.2,5.4,5.9,4.8,5.7,3.6,3.3,3.3,3.1,4.6
141,Poland,2010-01-01,142nd,49.0,2.4,3.7,3.3,5.0,4.8,5.9,4.5,3.7,3.8,4.7,3.2,4.0
142,Slovak Republic,2010-01-01,143rd,48.8,2.1,3.9,4.8,5.0,5.6,5.2,4.1,3.8,3.8,4.1,2.2,4.2
143,Oman,2010-01-01,144th,48.7,5.2,6.6,3.0,4.5,2.7,1.7,6.0,4.5,6.7,4.7,1.1,2.0
144,Malta,2010-01-01,145th,48.2,4.0,2.0,4.2,4.2,4.4,4.1,4.1,3.2,3.7,3.7,5.8,4.8
145,Lithuania,2010-01-01,146th,47.8,2.2,3.2,4.0,5.7,6.0,5.0,3.9,3.2,3.3,4.3,2.9,4.1
146,Greece,2010-01-01,147th,45.9,3.4,2.4,4.2,4.3,4.6,4.5,4.6,3.7,3.4,4.5,2.8,3.5
147,Argentina,2010-01-01,148th,45.8,2.4,3.2,4.5,5.1,5.8,3.8,3.6,3.7,3.8,4.6,2.2,3.1
148,Italy,2010-01-01,149th,45.7,4.2,4.0,4.8,4.7,4.5,2.8,4.5,3.1,3.0,4.0,3.9,2.2
149,Mauritius,2010-01-01,150th,44.4,3.7,3.3,3.5,4.1,5.7,2.6,5.1,4.2,3.7,3.7,1.2,3.6
150,Spain,2010-01-01,151st,43.5,5.3,5.7,6.3,4.4,5.0,1.8,1.6,2.4,2.5,3.7,2.8,2.0
151,Czech Republic,2010-01-01,152nd,41.5,2.1,3.3,3.4,4.4,4.1,4.3,3.4,3.6,3.3,3.3,2.8,3.5
152,South Korea,2010-01-01,153rd,41.3,1.5,3.6,3.9,2.8,2.5,4.8,3.9,2.3,2.8,3.6,3.3,6.3
153,Uruguay,2010-01-01,153rd,41.3,3.4,3.0,2.0,4.0,5.0,5.6,2.6,3.4,2.5,4.3,1.3,4.2
154,Chile,2010-01-01,155th,38.0,2.3,1.5,3.4,4.6,4.5,2.5,1.8,4.0,3.4,4.1,2.6,3.3
155,Slovenia,2010-01-01,156th,36.0,2.8,1.3,3.4,4.0,5.0,3.3,2.8,3.0,3.0,3.4,1.4,2.6
156,Germany,2010-01-01,157th,35.4,2.2,2.0,4.7,3.6,4.7,2.6,2.1,1.7,2.3,3.3,4.0,2.2
157,United States,2010-01-01,158th,35.3,1.6,3.3,3.4,4.0,5.4,1.1,2.5,2.5,3.7,3.1,3.2,1.5
158,France,2010-01-01,159th,34.9,1.6,2.0,5.6,3.6,5.3,1.8,1.8,1.5,2.7,3.7,3.1,2.2
159,Singapore,2010-01-01,160th,34.8,1.5,4.1,2.9,3.7,3.1,2.5,4.2,1.7,4.4,2.8,0.9,3.0
160,United Kingdom,2010-01-01,161st,33.9,2.7,3.2,4.1,3.0,4.5,1.8,1.6,2.3,2.3,3.2,3.0,2.2
161,Portugal,2010-01-01,162nd,33.1,1.4,1.2,2.6,4.7,3.7,2.2,1.9,3.6,3.5,3.7,1.8,2.8
162,Belgium,2010-01-01,163rd,32.0,1.8,3.0,4.4,3.7,4.7,1.3,2.3,2.1,1.5,2.6,1.8,2.8
163,Japan,2010-01-01,164th,31.3,2.1,2.2,3.6,3.5,2.6,2.1,1.8,1.3,3.2,4.0,1.2,3.7
164,Iceland,2010-01-01,165th,29.8,1.1,2.0,1.0,7.2,2.3,3.0,2.0,1.5,1.9,0.8,1.1,5.9
165,Canada,2010-01-01,166th,27.9,1.2,2.4,3.1,2.5,4.5,2.1,1.5,1.5,1.9,3.2,2.5,1.5
166,Netherlands,2010-01-01,166th,27.9,1.1,1.7,4.7,3.0,3.2,1.9,1.2,1.5,1.3,2.7,3.2,2.4
167,Australia,2010-01-01,168th,27.3,1.4,1.5,3.4,3.2,4.2,1.2,1.5,1.8,2.0,3.5,2.5,1.1
168,Luxembourg,2010-01-01,168th,27.3,2.1,3.6,3.2,2.8,2.3,1.2,2.7,2.2,1.3,1.9,1.7,2.3
169,Austria,2010-01-01,170th,27.2,1.1,1.9,3.8,2.7,4.7,1.2,1.4,1.4,1.6,2.7,2.3,2.4
170,New Zealand,2010-01-01,171st,23.9,1.1,1.2,3.3,4.0,4.3,2.1,1.0,1.6,1.5,1.5,1.4,0.9
171,Denmark,2010-01-01,172nd,22.9,1.5,1.0,3.0,3.1,2.0,1.8,1.1,1.3,1.3,2.8,1.7,2.3
172,Ireland,2010-01-01,173rd,22.4,1.4,1.5,1.0,3.3,2.8,2.0,1.6,2.4,1.5,2.0,1.6,1.3
173,Switzerland,2010-01-01,174th,21.8,1.2,1.0,3.3,2.4,2.6,1.8,1.0,1.4,2.2,2.4,1.5,1.0
174,Sweden,2010-01-01,175th,20.9,1.3,1.3,1.3,2.2,2.1,1.8,0.8,1.3,1.8,2.7,2.7,1.6
175,Finland,2010-01-01,176th,19.3,1.0,1.0,1.2,3.0,1.7,2.2,0.7,1.2,1.5,2.3,1.7,1.8
176,Norway,2010-01-01,177th,18.7,1.2,1.1,1.3,2.6,2.4,1.2,0.8,1.1,1.6,1.7,1.6,2.1
